Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
GUNTUR,Guntur Rural,E4,Complex,Old City 45,2,COMMERCIAL,776,690,1333177.59,2782.088
AURANGABAD,CIDCO,E4,Extension,High Street 47,2,COMMERCIAL,701,593,1081974.42,3373.354
MYSURU,Mysuru Rural,Ind,Section-B,Old City 88,2,COMMERCIAL,379,321,147120.64,605.188
INDORE,MG Road,W5,Section-A,Gokulam 9,2,COMMERCIAL,959,893,163889.87,3623.321
GANDHINAGAR,Sector 21,Metro,Main,Old City 85,2,COMMERCIAL,1206,1183,1773461.79,2461.478
AJMER,Madar Gate,S2,Bazaar,New Town 99,2,COMMERCIAL,28,23,7309.47,70.372
AURANGABAD,Chikhalthana,N1,Main,New Town 7,2,COMMERCIAL,1285,1247,2149338.26,5837.982
CHENNAI NORTH,Ambattur,Central,Main,New Town 37,2,COMMERCIAL,970,798,265360.28,3955.077
GUNTUR,Brodipet,Rural,Hub,Old City 80,2,COMMERCIAL,1007,977,1235285.42,1232.314
BIKANER,Gangashahar,Central,Section-B,Old City 76,2,COMMERCIAL,1142,1136,824068.11,5391.123
BATHINDA,Bathinda City,Ind,Extension,Station Road 11,2,COMMERCIAL,1406,1369,761920.54,3074.196
RAJAHMUNDRY,Rajahmundry Rural,N1,Section-A,High Street 52,2,COMMERCIAL,1382,1109,2488686.4,5055.327
BENGALURU SOUTH,Banashankari,Rural,Market,Station Road 83,2,COMMERCIAL,732,636,611013.71,2760.326
JAMNAGAR,Jamnagar South,Town,Section-A,Temple View 26,2,COMMERCIAL,651,556,137619.09,2364.652
MANGALURU,Puttur,Central,Bazaar,Janpath 44,2,COMMERCIAL,626,608,744205.55,2435.412
MADURAI,Melur,S2,Section-B,Business Park 34,2,COMMERCIAL,574,501,108910.56,2638.662
VIJAYAWADA,Besant Road,E4,Hub,New Town 81,2,COMMERCIAL,1450,1318,658401.9,3295.012
AJMER,Vaishali,C3,Complex,High Street 3,2,COMMERCIAL,1478,1185,668853.27,3609.038
KALYAN,Ulhasnagar,S2,Section-B,Old City 11,2,COMMERCIAL,1207,1109,1204161.16,4689.088
KOTA,Naya Pura,W5,Main,Business Park 92,2,COMMERCIAL,828,778,1449146.82,1465.963
HOWRAH,Liluah,C3,Section-B,Gokulam 68,2,COMMERCIAL,704,699,116316.28,2648.369
BIKANER,Gangashahar,Central,Complex,Station Road 96,2,COMMERCIAL,755,606,1246902.6,3121.268
KANPUR,Kalyanpur,Ind,Complex,Janpath 9,2,COMMERCIAL,1357,1205,1727294.26,2794.175
VADODARA,Makarpura,C3,Market,High Street 66,2,COMMERCIAL,236,216,277663.51,336.302
SILIGURI,Matigara,Town,Section-A,High Street 40,2,COMMERCIAL,328,321,477951.33,1075.931
KANNUR,Payyanur,C3,Hub,Business Park 28,2,COMMERCIAL,55,45,54201.35,79.189
MUMBAI,Kurla,N1,Section-B,Old City 2,2,COMMERCIAL,397,318,72446.11,1398.878
MADURAI,Madurai South,S2,Section-A,Old City 30,2,COMMERCIAL,772,632,1264926.86,2707.623
JAIPUR,Mansarovar,S2,Main,High Street 46,2,COMMERCIAL,323,303,73523.86,1571.598
PUNE,Shivajinagar,C3,Hub,Gokulam 22,2,COMMERCIAL,1340,1148,2092591.96,5454.095
SALEM,Salem Town,Ind,Main,Business Park 84,2,COMMERCIAL,367,319,550832.47,792.062
REWA,Mauganj,W5,Main,Gokulam 27,2,COMMERCIAL,280,236,210970.06,742.276
UJJAIN,Freeganj,Town,Plaza,High Street 81,2,COMMERCIAL,1072,861,1699655.93,1184.603
HALDIA,Tamluk,N1,Section-A,Old City 63,2,COMMERCIAL,603,594,866808.66,668.54
KANNUR,Taliparamba,Ind,Extension,Temple View 71,2,COMMERCIAL,755,607,1502520.8,774.565
KOTA,Naya Pura,Central,Section-A,Station Road 55,2,COMMERCIAL,1435,1301,1141833.32,4181.107
NOIDA,Greater Noida,N1,Section-A,Old City 35,2,COMMERCIAL,688,687,93754.2,1866.842
KOLKATA SOUTH,Alipore,W5,Plaza,High Street 55,2,COMMERCIAL,364,305,536290.98,546.32
JABALPUR,Civic Centre,Central,Complex,High Street 25,2,COMMERCIAL,1189,1064,1692834.53,4326.4
KALYAN,Dombivli,Town,Hub,High Street 97,2,COMMERCIAL,281,230,481183.73,1215.31
BATHINDA,Rampura Phul,E4,Section-A,Station Road 17,2,COMMERCIAL,826,781,1418451.61,2173.909
HOWRAH,Shibpur,W5,Plaza,Temple View 14,2,COMMERCIAL,465,412,785706.0,1602.52
LUCKNOW,Hazratganj,N1,Main,Janpath 24,2,COMMERCIAL,80,72,47276.02,237.503
BALLARI,Hospet,C3,Section-A,Station Road 93,2,COMMERCIAL,1436,1195,2643935.6,4825.189
KALYAN,Kalyan East,Rural,Section-B,Business Park 31,2,COMMERCIAL,1198,1084,1513548.84,2381.445
KOTA,Gumanpura,C3,Complex,High Street 91,2,COMMERCIAL,302,291,417592.0,641.675
MUMBAI,Dharavi,Ind,Complex,New Town 35,2,COMMERCIAL,837,779,414110.25,3388.988
VADODARA,Fatehgunj,W5,Plaza,Old City 68,2,COMMERCIAL,1019,992,1422154.18,4481.292
SALEM,Salem Town,S2,Complex,Old City 2,2,COMMERCIAL,839,676,598174.08,3026.414
MADURAI,Melur,Central,Main,Gokulam 5,2,COMMERCIAL,1281,1125,2059579.94,5336.009
BATHINDA,Bathinda City,W5,Market,Temple View 48,2,COMMERCIAL,760,759,1429819.8,3088.916
PATIALA,22 No Phatak,W5,Complex,Station Road 64,2,COMMERCIAL,965,825,512232.9,2509.578
KURNOOL,Nandyal,W5,Plaza,Business Park 83,2,COMMERCIAL,45,41,44258.24,165.678
VADODARA,Fatehgunj,Central,Section-B,Old City 58,2,COMMERCIAL,388,379,223132.33,1901.424
HALDIA,Haldia Port,Central,Plaza,Business Park 34,2,COMMERCIAL,72,65,104152.22,81.476
NELLORE,VRC Centre,Town,Main,Old City 88,2,COMMERCIAL,296,281,333208.83,396.247
BHAVNAGAR,Bhavnagar City,Metro,Main,Janpath 87,2,COMMERCIAL,955,913,1559386.74,2264.334
GANDHINAGAR,Sector 7,W5,Section-A,New Town 54,2,COMMERCIAL,890,761,328839.55,3313.737
UJJAIN,Mahakal Marg,Ind,Hub,Temple View 26,2,COMMERCIAL,690,668,389571.67,1858.681
REWA,Mauganj,N1,Bazaar,High Street 49,2,COMMERCIAL,36,30,8448.1,107.38
ALWAR,Tijara,C3,Extension,New Town 49,2,COMMERCIAL,691,669,1343549.88,1822.918
BELAGAVI,Belagavi Town,S2,Market,Janpath 83,2,COMMERCIAL,1002,922,1888696.24,1810.103
GANDHINAGAR,Kalol,S2,Extension,Business Park 69,2,COMMERCIAL,103,94,122800.59,211.976
MEERUT,Mawana,N1,Section-A,Temple View 7,2,COMMERCIAL,252,229,85521.79,715.2
LUDHIANA,Feroze Gandhi Market,C3,Hub,New Town 61,2,COMMERCIAL,1274,1114,2326143.47,3297.194
AGRA,Tajganj,E4,Bazaar,Old City 48,2,COMMERCIAL,974,889,628211.41,4636.47
KURNOOL,Dhone,N1,Main,Temple View 27,2,COMMERCIAL,763,714,1298848.2,1365.059
KOLKATA SOUTH,Alipore,Rural,Hub,Old City 73,2,COMMERCIAL,155,138,291570.16,321.737
RAJAHMUNDRY,Rajahmundry City,Metro,Market,High Street 64,2,COMMERCIAL,468,441,775728.45,1040.362
CHENNAI NORTH,Anna Nagar,Central,Hub,New Town 50,2,COMMERCIAL,669,632,1153371.45,1118.331
GWALIOR,Gwalior Fort Area,E4,Main,Old City 15,2,COMMERCIAL,235,188,326127.04,286.683
MYSURU,Nanjangud,S2,Section-A,Station Road 25,2,COMMERCIAL,763,717,1414275.13,2903.106
GUNTUR,Arundelpet,C3,Main,Temple View 92,2,COMMERCIAL,998,912,456752.95,1149.434
MADURAI,Usilampatti,S2,Extension,Gokulam 84,2,COMMERCIAL,829,688,1227639.85,3990.299
GANDHINAGAR,Sector 21,Ind,Section-A,High Street 85,2,COMMERCIAL,251,201,338636.12,740.07
GHAZIABAD,Vasundhara,Town,Plaza,High Street 79,2,COMMERCIAL,183,164,21664.12,809.718
HOWRAH,Shibpur,S2,Section-B,New Town 79,2,COMMERCIAL,690,566,252155.81,2681.379
MADURAI,Madurai South,E4,Section-A,New Town 96,2,COMMERCIAL,785,764,516892.12,3139.084
AMRITSAR,Hall Gate,C3,Complex,New Town 87,2,COMMERCIAL,103,93,111369.25,210.051
LUDHIANA,Sarabha Nagar,W5,Bazaar,Business Park 52,2,COMMERCIAL,201,166,40828.97,888.928
REWA,Mangawan,Rural,Section-B,Business Park 100,2,COMMERCIAL,547,495,270295.75,1426.132
JABALPUR,Civic Centre,Rural,Hub,Business Park 85,2,COMMERCIAL,1287,1140,2075671.24,4227.777
KANNUR,Payyanur,C3,Bazaar,High Street 70,2,COMMERCIAL,213,199,185060.2,303.087
MUMBAI,Sion,Ind,Extension,Gokulam 55,2,COMMERCIAL,195,164,387663.09,613.277
TIRUNELVELI,Palayamkottai,N1,Bazaar,Gokulam 2,2,COMMERCIAL,479,431,910461.99,970.742
LUCKNOW,Charbagh,E4,Bazaar,Station Road 75,2,COMMERCIAL,1197,1017,780132.7,5594.239
BELAGAVI,Belagavi Town,Central,Extension,Temple View 20,2,COMMERCIAL,1227,1060,1124092.66,2296.932
BIKANER,Gangashahar,E4,Main,Station Road 86,2,COMMERCIAL,883,771,652533.24,4408.013
PATHANKOT,Su過npur,Metro,Section-A,Station Road 19,2,COMMERCIAL,144,141,181850.55,297.501
KOTA,Gumanpura,Central,Market,Station Road 43,2,COMMERCIAL,1020,913,1974850.85,5073.57
BIKANER,Lunkaransar,Rural,Market,Business Park 56,2,COMMERCIAL,867,850,103788.06,2566.457
BENGALURU EAST,Shivajinagar,Ind,Complex,Gokulam 23,2,COMMERCIAL,419,341,156400.63,540.604
KOLKATA SOUTH,Gariahat,Ind,Plaza,Old City 17,2,COMMERCIAL,1382,1239,972131.4,4118.077
THRISSUR,Ollur,Rural,Complex,Temple View 9,2,COMMERCIAL,663,615,1255505.58,1553.622
BHAVNAGAR,Mahuva,Central,Section-B,New Town 85,2,COMMERCIAL,291,282,93775.38,1386.161
KOZHIKODE,SM Street,Metro,Complex,Business Park 80,2,COMMERCIAL,1221,1044,1632080.76,4475.781
PATHANKOT,Su過npur,Central,Section-B,Temple View 58,2,COMMERCIAL,448,390,765583.13,2131.6
HOWRAH,Shibpur,N1,Hub,Station Road 24,2,COMMERCIAL,937,841,192298.57,3168.056
MYSURU,Mysuru Rural,W5,Main,New Town 24,2,COMMERCIAL,1168,1071,611052.83,1231.794
UDAIPUR,Udaipur Town,N1,Hub,Gokulam 54,2,COMMERCIAL,1076,867,1174063.75,1336.329
COIMBATORE,Pollachi,E4,Main,Old City 99,2,COMMERCIAL,245,227,111998.61,1080.834
BENGALURU EAST,Whitefield,W5,Extension,Janpath 48,2,COMMERCIAL,980,939,882546.99,3246.791
TRIVANDRUM,Statue,Ind,Market,Janpath 77,2,COMMERCIAL,67,59,70603.28,310.492
KURNOOL,Nandyal,Central,Section-B,New Town 90,2,COMMERCIAL,433,400,289880.72,1073.196
REWA,Mangawan,Central,Hub,Station Road 14,2,COMMERCIAL,561,500,62954.82,2406.879
TRIVANDRUM,Kazhakkoottam,Town,Main,Old City 71,2,COMMERCIAL,646,595,1005098.4,2209.148
BATHINDA,Bathinda City,W5,Section-B,Janpath 39,2,COMMERCIAL,466,421,848936.97,1095.125
VARANASI,Shivpur,E4,Complex,Temple View 56,2,COMMERCIAL,335,326,496280.71,1019.59
INDORE,Indore Rural,Rural,Complex,Business Park 53,2,COMMERCIAL,9,8,6676.07,42.763
INDORE,C21 Mall,E4,Market,Old City 42,2,COMMERCIAL,1106,1035,530081.93,2957.041
VIJAYAWADA,Gunadala,S2,Main,Janpath 87,2,COMMERCIAL,846,828,601410.76,1453.584
BALLARI,Ballari City,E4,Bazaar,Temple View 79,2,COMMERCIAL,376,366,495743.22,575.787
RAJAHMUNDRY,Rajahmundry City,Metro,Extension,Old City 42,2,COMMERCIAL,1441,1311,1791809.8,3418.729
UJJAIN,Freeganj,S2,Main,New Town 15,2,COMMERCIAL,63,57,9683.51,127.01
KOCHI,Kadavanthra,Central,Market,New Town 87,2,COMMERCIAL,763,669,314980.74,3223.079
MOHALI,Phase 7,Metro,Plaza,Station Road 64,2,COMMERCIAL,751,632,591016.75,2988.553
MOHALI,Phase 11,S2,Section-A,Business Park 77,2,COMMERCIAL,1355,1095,240856.1,4421.983
BHAVNAGAR,Mahuva,E4,Main,High Street 4,2,COMMERCIAL,1203,1148,684793.12,3036.053
VADODARA,Fatehgunj,Ind,Plaza,Janpath 82,2,COMMERCIAL,642,635,212984.9,1395.123
MEERUT,Mawana,Town,Main,Janpath 98,2,COMMERCIAL,1230,1166,137963.68,5930.515
SAGAR,Sagar City,Rural,Market,New Town 70,2,COMMERCIAL,1471,1297,2792724.23,4640.174
VIJAYAWADA,Governorpet,E4,Hub,Gokulam 45,2,COMMERCIAL,761,639,683635.6,2741.335
MYSURU,Mysuru City,Rural,Hub,Old City 13,2,COMMERCIAL,959,918,1029354.5,3110.778
KOCHI,Edappally,Town,Complex,Station Road 58,2,COMMERCIAL,777,729,259700.12,3080.893
VADODARA,Makarpura,Town,Section-B,Station Road 5,2,COMMERCIAL,229,186,106650.1,1023.025
KALYAN,Kalyan East,Metro,Market,Old City 94,2,COMMERCIAL,1104,1083,118634.0,3961.523
VADODARA,Akota,Metro,Bazaar,Gokulam 65,2,COMMERCIAL,392,342,527293.36,457.251
DURGAPUR,City Centre,Central,Market,Business Park 63,2,COMMERCIAL,947,840,336941.06,4386.886
JAMNAGAR,Digvijay Plot,Metro,Bazaar,New Town 65,2,COMMERCIAL,1479,1431,2525321.67,2240.885
SURAT,Katargam,Rural,Market,Janpath 76,2,COMMERCIAL,828,786,1323614.2,4078.807
KOTA,Naya Pura,Ind,Main,New Town 87,2,COMMERCIAL,972,795,168291.13,1665.282
SURAT,Udhna,C3,Section-B,Gokulam 63,2,COMMERCIAL,144,129,272784.7,400.074
KOTA,Gumanpura,Central,Market,New Town 85,2,COMMERCIAL,1021,986,1002037.66,1406.252
BENGALURU EAST,Indiranagar,Metro,Plaza,Old City 17,2,COMMERCIAL,545,439,357562.15,1279.193
VIJAYAWADA,Besant Road,Metro,Extension,Business Park 7,2,COMMERCIAL,707,596,514729.06,1291.885
BENGALURU NORTH,Peenya,N1,Market,Old City 23,2,COMMERCIAL,1331,1094,1878298.6,1896.898
KALYAN,Ulhasnagar,W5,Section-B,Station Road 5,2,COMMERCIAL,711,630,559557.24,1626.585
KURNOOL,Dhone,E4,Hub,Business Park 93,2,COMMERCIAL,478,448,793047.26,1313.195
HOWRAH,Shibpur,Town,Extension,Station Road 72,2,COMMERCIAL,1348,1343,235552.42,6014.111
TIRUPATI,Tiruchanoor,E4,Plaza,Business Park 100,2,COMMERCIAL,1323,1075,2118021.35,5720.917
VISAKHAPATNAM,Steel Plant,Ind,Section-B,Janpath 10,2,COMMERCIAL,10,8,2668.58,16.75
BENGALURU NORTH,Jalahalli,W5,Plaza,Janpath 60,2,COMMERCIAL,1253,1122,2191529.94,2091.438
MADURAI,Usilampatti,C3,Extension,Gokulam 1,2,COMMERCIAL,525,464,611919.29,2305.046
JODHPUR,Luni,C3,Bazaar,Station Road 13,2,COMMERCIAL,1037,931,1982229.66,3570.764
VISAKHAPATNAM,MVP Colony,Rural,Section-A,New Town 11,2,COMMERCIAL,1443,1296,2802784.62,1643.284
KOZHIKODE,SM Street,Ind,Complex,Business Park 21,2,COMMERCIAL,1386,1262,2570723.55,3642.664
NOIDA,Greater Noida,Rural,Extension,Station Road 2,2,COMMERCIAL,1467,1182,169486.84,5406.203
GWALIOR,Morar,W5,Plaza,Temple View 4,2,COMMERCIAL,306,295,206644.98,764.573
PALAKKAD,Ottapalam,N1,Bazaar,Gokulam 11,2,COMMERCIAL,32,29,56646.53,48.785
BARAMATI,Phaltan,W5,Section-B,High Street 13,2,COMMERCIAL,1199,1098,1985535.22,4706.489
CHENNAI SOUTH,Tambaram,Town,Section-A,Gokulam 64,2,COMMERCIAL,846,781,1672610.33,3542.959
BHOPAL,Bairagarh,Ind,Bazaar,Janpath 20,2,COMMERCIAL,1223,1056,2350550.51,5437.04
TRICHY,Srirangam,Ind,Hub,Business Park 19,2,COMMERCIAL,1203,997,1273567.08,1915.424
KALABURAGI,Kalaburagi North,S2,Market,High Street 87,2,COMMERCIAL,1338,1115,261946.08,3553.256
BATHINDA,Maur,W5,Market,Janpath 88,2,COMMERCIAL,1459,1244,1027212.36,2808.512
JODHPUR,Shastri Nagar,E4,Main,Gokulam 58,2,COMMERCIAL,849,716,1430221.46,2592.787
BALLARI,Ballari Rural,E4,Complex,Station Road 30,2,COMMERCIAL,861,804,377454.14,3590.648
MANGALURU,Puttur,C3,Hub,Business Park 80,2,COMMERCIAL,903,851,1064008.75,1210.049
JALANDHAR,Jalandhar City,E4,Extension,Temple View 13,2,COMMERCIAL,446,435,609999.77,1508.762
AGRA,Tajganj,Rural,Complex,Business Park 76,2,COMMERCIAL,1124,1085,842973.78,3992.914
SALEM,Salem Town,C3,Hub,Station Road 97,2,COMMERCIAL,1478,1292,439367.69,5026.921
VIJAYAWADA,Governorpet,E4,Extension,New Town 15,2,COMMERCIAL,661,604,317870.09,785.636
AHMEDABAD,Navrangpura,C3,Market,Old City 13,2,COMMERCIAL,769,761,623949.3,3110.404
UJJAIN,Tower Chowk,E4,Bazaar,High Street 17,2,COMMERCIAL,819,729,1168297.07,2423.554
PUNE,Hadapsar,Metro,Complex,Janpath 3,2,COMMERCIAL,1139,1089,778822.85,2961.007
KANPUR,Kidwai Nagar,W5,Market,Gokulam 66,2,COMMERCIAL,778,622,1145748.24,1568.677
CHENNAI NORTH,Perambur,N1,Section-B,Business Park 33,2,COMMERCIAL,341,321,191937.05,1226.318
SILIGURI,Siliguri Town,Rural,Market,Gokulam 83,2,COMMERCIAL,224,219,62140.06,363.759
ASANSOL,Asansol Town,N1,Main,Old City 52,2,COMMERCIAL,216,205,67155.42,555.076
VISAKHAPATNAM,Gajuwaka,S2,Extension,Janpath 2,2,COMMERCIAL,1256,1249,1153572.95,2100.434
KANPUR,Govind Nagar,Metro,Market,Gokulam 71,2,COMMERCIAL,681,607,334086.4,2923.467
BENGALURU EAST,Indiranagar,Metro,Hub,High Street 70,2,COMMERCIAL,183,156,51665.77,607.644
KOLKATA SOUTH,Behala,Metro,Market,Old City 21,2,COMMERCIAL,1442,1228,470255.96,4762.099
MANGALURU,Mangaluru West,Rural,Hub,Temple View 50,2,COMMERCIAL,1444,1426,1587599.21,4642.128
ALWAR,Neemrana,C3,Section-A,Station Road 72,2,COMMERCIAL,269,219,372190.39,1054.243
JALANDHAR,Model Town,E4,Bazaar,Janpath 30,2,COMMERCIAL,300,297,372958.37,508.155
TRICHY,Srirangam,E4,Market,High Street 13,2,COMMERCIAL,1375,1305,331294.26,5253.818
SALEM,Omalur,Central,Market,Old City 95,2,COMMERCIAL,827,706,1000933.04,1287.625
PATHANKOT,Su過npur,Metro,Hub,Business Park 73,2,COMMERCIAL,477,442,211100.81,2371.255
GANDHINAGAR,Infocity,W5,Market,New Town 76,2,COMMERCIAL,1194,989,1403098.74,2145.327
AGRA,Loha Mandi,N1,Bazaar,Janpath 37,2,COMMERCIAL,1373,1127,1862401.05,2294.948
BARAMATI,Daund,Town,Market,Station Road 58,2,COMMERCIAL,1247,1246,596113.02,5328.456
VADODARA,Fatehgunj,E4,Bazaar,Station Road 90,2,COMMERCIAL,1053,1046,1395570.75,3177.148
BHOPAL,Bairagarh,Metro,Hub,Old City 91,2,COMMERCIAL,1224,1084,436633.18,1716.21
BHOPAL,Bhopal City,C3,Plaza,New Town 8,2,COMMERCIAL,1241,1055,360920.87,4246.744
ASANSOL,Asansol Town,Town,Complex,Business Park 62,2,COMMERCIAL,1424,1170,1156163.52,2126.812
CHENNAI SOUTH,Guindy,C3,Section-B,Temple View 43,2,COMMERCIAL,1485,1399,625426.61,3029.299
AMRITSAR,Amritsar Cantt,S2,Complex,Old City 17,2,COMMERCIAL,599,587,1166413.98,1044.44
SALEM,Attur,Ind,Extension,Gokulam 6,2,COMMERCIAL,312,249,582604.28,1519.289
MEERUT,Meerut Cantt,W5,Hub,Business Park 50,2,COMMERCIAL,245,225,390792.84,742.704
MADURAI,Usilampatti,C3,Section-A,Old City 98,2,COMMERCIAL,1435,1166,2315251.89,5244.746
LUDHIANA,Ludhiana Rural,Metro,Plaza,Old City 32,2,COMMERCIAL,321,274,190912.45,700.113
BELAGAVI,Chikkodi,Central,Extension,Old City 80,2,COMMERCIAL,1129,1075,1672760.42,2329.844
MUMBAI,Kurla,Ind,Plaza,Janpath 64,2,COMMERCIAL,478,441,170249.92,2231.145
VADODARA,Fatehgunj,E4,Bazaar,Business Park 59,2,COMMERCIAL,98,87,186610.76,240.532
JAMNAGAR,Jamnagar South,Rural,Market,Temple View 61,2,COMMERCIAL,360,294,638422.72,1448.297
AGRA,Agra Cantt,N1,Main,High Street 11,2,COMMERCIAL,809,755,841114.24,1052.963
VADODARA,Akota,Central,Market,New Town 7,2,COMMERCIAL,675,589,109022.45,2869.447
KANPUR,Kidwai Nagar,W5,Hub,Business Park 18,2,COMMERCIAL,705,604,1306120.88,2333.134
JALANDHAR,Model Town,E4,Hub,Janpath 55,2,COMMERCIAL,345,314,552663.6,976.113
CHENNAI NORTH,Ambattur,Central,Plaza,Old City 71,2,COMMERCIAL,78,69,135340.32,134.219
MOHALI,Industrial Area,Ind,Section-B,Station Road 37,2,COMMERCIAL,498,444,529154.66,1593.716
PATHANKOT,Su過npur,Ind,Extension,Temple View 75,2,COMMERCIAL,34,28,3753.19,42.883
CHENNAI NORTH,Perambur,S2,Bazaar,Business Park 66,2,COMMERCIAL,114,113,131155.9,229.97
BENGALURU NORTH,Jalahalli,Rural,Extension,Station Road 34,2,COMMERCIAL,1477,1378,2019574.61,6134.188
KOLKATA NORTH,Shyambazar,C3,Complex,Old City 64,2,COMMERCIAL,238,191,219268.69,525.949
MYSURU,Hunsur,W5,Hub,Janpath 98,2,COMMERCIAL,531,445,894727.16,1626.728
KOTA,Vigyan Nagar,Ind,Extension,Temple View 51,2,COMMERCIAL,1444,1432,1548691.02,6428.323
ASANSOL,Jamuria,E4,Market,New Town 20,2,COMMERCIAL,572,470,1058320.61,2376.121
BHOPAL,Bittan Market,Town,Section-A,New Town 33,2,COMMERCIAL,1430,1193,2197037.36,6082.874
TRIVANDRUM,Thampanoor,N1,Extension,Station Road 37,2,COMMERCIAL,619,558,706687.44,704.355
BENGALURU EAST,Shivajinagar,W5,Complex,New Town 69,2,COMMERCIAL,1377,1368,1603654.5,2152.949
CHENNAI NORTH,Ambattur,E4,Section-A,Janpath 68,2,COMMERCIAL,420,407,532333.25,633.001
MYSURU,Hunsur,Metro,Hub,Station Road 94,2,COMMERCIAL,712,581,1095756.2,1579.365
JABALPUR,Madhotal,C3,Bazaar,Janpath 81,2,COMMERCIAL,670,546,452085.49,1371.752
PALAKKAD,Chittur,N1,Market,Temple View 11,2,COMMERCIAL,789,732,471722.84,1919.57
MANGALURU,Bantwal,N1,Section-B,Business Park 16,2,COMMERCIAL,222,191,97475.62,939.595
MADURAI,Melur,Rural,Bazaar,Old City 31,2,COMMERCIAL,567,529,439677.99,1904.679
PUNE,Kothrud,Town,Section-B,New Town 33,2,COMMERCIAL,632,630,518399.59,3155.372
PATHANKOT,Pathankot Town,Town,Extension,New Town 1,2,COMMERCIAL,439,360,759162.46,1481.657
LUCKNOW,Aliganj,N1,Section-A,High Street 60,2,COMMERCIAL,873,732,1184267.04,1665.031
KANPUR,Kalyanpur,E4,Hub,Temple View 75,2,COMMERCIAL,920,898,1058208.16,3274.643
AHMEDABAD,Maninagar,N1,Extension,Station Road 80,2,COMMERCIAL,1231,1199,1983731.9,1584.691
SALEM,Mettur,Town,Bazaar,Station Road 29,2,COMMERCIAL,545,454,217529.68,1636.342
COIMBATORE,RS Puram,Rural,Section-A,Business Park 40,2,COMMERCIAL,334,278,369199.21,1623.753
ASANSOL,Jamuria,S2,Section-B,Business Park 68,2,COMMERCIAL,731,626,1228669.24,3327.773
AGRA,Agra Cantt,E4,Section-B,Gokulam 60,2,COMMERCIAL,1076,1013,668352.81,4930.409
MOHALI,Phase 11,Ind,Hub,High Street 88,2,COMMERCIAL,773,709,914528.88,2433.18
BATHINDA,Gonuana,Central,Bazaar,Temple View 60,2,COMMERCIAL,912,798,662922.52,1396.6
NASHIK,Panchavati,C3,Complex,New Town 11,2,COMMERCIAL,800,722,977394.36,1485.95
JAIPUR,Amer,Rural,Main,Station Road 38,2,COMMERCIAL,480,401,200023.21,1937.246
NOIDA,Greater Noida,W5,Market,Station Road 68,2,COMMERCIAL,593,509,741450.52,2007.861
LUCKNOW,Aliganj,Metro,Main,Temple View 25,2,COMMERCIAL,454,443,609024.81,1024.18
KOLKATA SOUTH,Ballygunge,Ind,Section-A,New Town 4,2,COMMERCIAL,1459,1412,433781.67,6531.014
NOIDA,Sector 18,W5,Main,High Street 32,2,COMMERCIAL,863,701,857929.16,1659.405
AHMEDABAD,Navrangpura,Central,Main,Old City 79,2,COMMERCIAL,1447,1173,1562759.8,4578.529
KOLKATA NORTH,Barasat,Rural,Plaza,New Town 83,2,COMMERCIAL,171,150,299645.32,201.17
GANDHINAGAR,Kalol,E4,Extension,Station Road 23,2,COMMERCIAL,1023,859,657630.1,3319.743
PALAKKAD,Palakkad Town,Ind,Plaza,Temple View 44,2,COMMERCIAL,1136,1040,2148797.67,4774.472
MADURAI,Madurai North,W5,Plaza,Janpath 72,2,COMMERCIAL,203,180,50636.05,287.76
SILIGURI,Sevoke Road,W5,Bazaar,Station Road 31,2,COMMERCIAL,1234,1197,2214845.58,4419.866
COIMBATORE,Gandhipuram,E4,Section-A,Temple View 88,2,COMMERCIAL,225,199,365743.03,244.565
GANDHINAGAR,Sector 21,E4,Plaza,Temple View 22,2,COMMERCIAL,884,711,360126.07,3664.29
LUCKNOW,Aliganj,Central,Section-B,Gokulam 22,2,COMMERCIAL,775,726,375159.93,957.601
JAIPUR,Amer,S2,Section-B,Temple View 62,2,COMMERCIAL,236,221,149415.52,901.633
COIMBATORE,Pollachi,N1,Section-A,Gokulam 26,2,COMMERCIAL,193,187,69781.27,514.125
KURNOOL,Adoni,Town,Section-B,Old City 100,2,COMMERCIAL,861,789,1079470.85,1052.995
MOHALI,Phase 7,W5,Bazaar,Old City 67,2,COMMERCIAL,1314,1120,2574275.69,5222.398
PUNE,Pimpri,Metro,Section-A,Business Park 14,2,COMMERCIAL,950,868,1089416.59,1472.509
KOLLAM,Kollam City,W5,Complex,Station Road 32,2,COMMERCIAL,1244,1124,2394202.85,1485.571
KOLKATA NORTH,Barasat,Rural,Extension,Business Park 41,2,COMMERCIAL,989,829,451329.53,2037.417
AMRITSAR,Lawrence Road,Ind,Extension,New Town 72,2,COMMERCIAL,608,490,326180.87,2886.086
CHENNAI SOUTH,Tambaram,W5,Section-A,Station Road 54,2,COMMERCIAL,154,144,261381.51,728.677
PATHANKOT,Dhangu Road,Town,Plaza,Old City 8,2,COMMERCIAL,103,99,196402.59,417.111
VARANASI,Lanka,Town,Section-B,High Street 35,2,COMMERCIAL,1405,1173,2023007.23,5930.326
TIRUNELVELI,Palayamkottai,C3,Section-A,Business Park 23,2,COMMERCIAL,1027,963,720435.03,2383.042
GANDHINAGAR,Sector 7,Town,Section-A,Station Road 74,2,COMMERCIAL,412,381,732205.93,1075.349
AURANGABAD,CIDCO,Town,Market,High Street 100,2,COMMERCIAL,450,423,78859.77,1997.296
