Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
SILIGURI,Town,E3,High Street,Terrace-52543,2,COMMERCIAL,1700,1310,1647357.1,8635.593
SOUTH DELHI,Malviya Nagar,Rural-Zone,Tech Park,Complex-52544,2,COMMERCIAL,1545,1229,1047065.24,9456.743
JAMMU,Gandhi Nagar,Metro-A,Main Market,Heights-52545,2,COMMERCIAL,2,1,609.18,8.715
KARGIL,Town Division,Zone-C,High Street,Mews-52546,2,COMMERCIAL,1775,1710,1603121.47,8013.943
CHANDIGARH,Sector 22,Rural-Zone,B-Block,Villas-52547,2,COMMERCIAL,2396,2380,2368604.54,17180.537
PUDUCHERRY,Rural,Township,Main Market,Square-52548,2,COMMERCIAL,1668,1531,3470248.69,3861.687
PORT BLAIR,City Circle,Rural-Zone,New Extension,Villas-52549,2,COMMERCIAL,372,314,738231.18,1388.021
SILVASSA,Amli,Township,A-Block,Arcade-52550,2,COMMERCIAL,280,269,140256.29,1543.212
DAMAN,Nani Daman,Industrial-X,A-Block,Villas-52551,2,COMMERCIAL,302,296,326165.46,754.919
TIRUPATI,Renigunta,Township,Tech Park,Heights-52552,2,COMMERCIAL,164,149,238909.94,949.76
ITANAGAR,Naharlagun,Rural-Zone,Railway Colony,Heights-52553,2,COMMERCIAL,1148,978,426513.57,7724.071
DIBRUGARH,Central,Central-Hub,B-Block,Junction-52554,2,COMMERCIAL,2359,2347,3198018.75,13679.613
PATNA,Kankarbagh,Central-Hub,New Extension,Arcade-52555,2,COMMERCIAL,1917,1875,1084180.96,12760.398
BILASPUR,Sirgitti,N2,A-Block,Heights-52556,2,COMMERCIAL,1229,952,873939.23,4940.908
MARGAO,Division IV,W4,Railway Colony,Complex-52557,2,COMMERCIAL,892,677,965615.4,2861.273
AHMEDABAD,Maninagar,Metro-A,New Extension,Villas-52558,2,COMMERCIAL,1097,960,1932649.47,6669.81
GURUGRAM,Sohna Road,Zone-C,High Street,Arcade-52559,2,COMMERCIAL,28,27,48713.19,187.817
SHIMLA,Kasumpti,E3,A-Block,Terrace-52560,2,COMMERCIAL,959,891,1806043.48,1022.226
JAMSHEDPUR,Adityapur,N2,Railway Colony,Arcade-52561,2,COMMERCIAL,1771,1373,3212306.21,5327.222
BENGALURU,Jayanagar,Zone-C,Railway Colony,Complex-52562,2,COMMERCIAL,745,709,625199.55,2470.803
KOCHI,Marine Drive,Industrial-X,Main Market,Square-52563,2,COMMERCIAL,2249,2029,4530093.95,15237.82
INDORE,MG Road,Central-Hub,A-Block,Heights-52564,2,COMMERCIAL,653,527,1395756.48,1355.117
MUMBAI,Colaba,W4,A-Block,Square-52565,2,COMMERCIAL,2411,1877,3487864.08,13836.835
IMPHAL,Division II,E3,Tech Park,Heights-52566,2,COMMERCIAL,1560,1353,1908491.72,1678.071
SHILLONG,West Khasi,W4,Tech Park,Square-52567,2,COMMERCIAL,2095,1923,2834813.63,2339.875
AIZAWL,Division II,Central-Hub,B-Block,Terrace-52568,2,COMMERCIAL,1327,1175,1600582.54,8995.844
KOHIMA,Rural,Rural-Zone,B-Block,Arcade-52569,2,COMMERCIAL,737,690,478882.78,2935.663
CUTTACK,CRD,W4,A-Block,Arcade-52570,2,COMMERCIAL,2306,2064,4196713.38,4570.749
AMRITSAR,Cantt,Metro-A,New Extension,Mews-52571,2,COMMERCIAL,1421,1147,1574562.92,4511.533
JAIPUR,Vaishali,Rural-Zone,High Street,Complex-52572,2,COMMERCIAL,2055,1861,3771721.63,11804.858
GANGTOK,Division I,Zone-C,A-Block,Plaza-52573,2,COMMERCIAL,408,309,155288.8,2185.906
COIMBATORE,RS Puram,S1,A-Block,Plaza-52574,2,COMMERCIAL,991,859,742115.79,4372.648
HYDERABAD,Gachibowli,Zone-C,New Extension,Mews-52575,2,COMMERCIAL,638,495,917965.2,3318.278
AGARTALA,Division II,Central-Hub,A-Block,Complex-52576,2,COMMERCIAL,2232,2068,4195824.66,9367.927
KANPUR,Azad Nagar,Township,Railway Colony,Arcade-52577,2,COMMERCIAL,2170,1782,2241112.62,5286.889
DEHRADUN,North,Central-Hub,B-Block,Villas-52578,2,COMMERCIAL,701,586,471206.64,1195.651
KOLKATA,Behala,Industrial-X,B-Block,Plaza-52579,2,COMMERCIAL,2068,1713,1116389.74,12777.69
SOUTH DELHI,Saket,Central-Hub,Main Market,Terrace-52580,2,COMMERCIAL,2444,2398,1446598.48,11088.721
JAMMU,Canal Division,S1,A-Block,Square-52581,2,COMMERCIAL,2002,1973,1161595.02,13495.604
KARGIL,Town Division,N2,Main Market,Square-52582,2,COMMERCIAL,1926,1654,3196316.28,4807.492
CHANDIGARH,Sector 17,S1,B-Block,Junction-52583,2,COMMERCIAL,443,427,269266.12,1223.688
PUDUCHERRY,Rural,S1,High Street,Complex-52584,2,COMMERCIAL,1126,887,1210126.65,4639.399
PORT BLAIR,Haddo,S1,B-Block,Complex-52585,2,COMMERCIAL,1884,1866,3460771.75,1850.875
SILVASSA,Amli,Rural-Zone,New Extension,Junction-52586,2,COMMERCIAL,653,547,931185.93,4837.725
DAMAN,Moti Daman,Industrial-X,Tech Park,Plaza-52587,2,COMMERCIAL,453,379,511300.71,595.832
TIRUPATI,Renigunta,Central-Hub,B-Block,Complex-52588,2,COMMERCIAL,303,247,211034.52,615.316
PASIGHAT,East Siang,Industrial-X,Tech Park,Plaza-52589,2,COMMERCIAL,1380,1094,312925.38,1437.778
GUWAHATI,Maligaon,Township,High Street,Plaza-52590,2,COMMERCIAL,381,325,675039.63,1965.561
MUZAFFARPUR,Bela,Metro-A,B-Block,Terrace-52591,2,COMMERCIAL,1829,1485,3081051.16,1463.458
RAIPUR,Rural Circle,Central-Hub,B-Block,Terrace-52592,2,COMMERCIAL,1229,981,1761275.7,2182.248
MARGAO,Division IV,Industrial-X,New Extension,Terrace-52593,2,COMMERCIAL,743,567,883538.6,3419.998
SURAT,Adajan,Township,New Extension,Arcade-52594,2,COMMERCIAL,178,167,230241.17,1334.88
FARIDABAD,Ballabhgarh,Zone-C,Main Market,Villas-52595,2,COMMERCIAL,249,241,163461.68,1498.185
DHARAMSHALA,Kangra,S1,A-Block,Heights-52596,2,COMMERCIAL,1954,1887,2328210.36,8230.97
RANCHI,Central,S1,Main Market,Junction-52597,2,COMMERCIAL,552,440,632145.42,1376.905
BENGALURU,HSR Layout,Rural-Zone,New Extension,Plaza-52598,2,COMMERCIAL,301,281,398665.96,491.921
KOCHI,Edappally,Industrial-X,A-Block,Plaza-52599,2,COMMERCIAL,1989,1624,3678570.71,2499.481
BHOPAL,City,Township,Tech Park,Heights-52600,2,COMMERCIAL,2426,2272,906200.2,6692.962
PUNE,Hinjewadi,E3,New Extension,Arcade-52601,2,COMMERCIAL,1146,943,2425498.38,7018.465
IMPHAL,Division I,N2,Main Market,Heights-52602,2,COMMERCIAL,2360,1791,933263.86,14424.444
SHILLONG,West Khasi,E3,A-Block,Villas-52603,2,COMMERCIAL,456,447,175264.46,619.757
AIZAWL,Division II,Metro-A,Railway Colony,Plaza-52604,2,COMMERCIAL,586,569,1068434.22,3666.082
DIMAPUR,Industrial,E3,Tech Park,Villas-52605,2,COMMERCIAL,2017,1906,2692797.56,3501.75
CUTTACK,Choudwar,W4,A-Block,Terrace-52606,2,COMMERCIAL,1569,1369,1235336.25,8166.931
AMRITSAR,Hall Gate,E3,Tech Park,Complex-52607,2,COMMERCIAL,1165,919,2095641.19,6624.751
JODHPUR,Basni,Metro-A,A-Block,Plaza-52608,2,COMMERCIAL,1888,1648,2809970.07,6043.298
GANGTOK,Division II,Township,Railway Colony,Heights-52609,2,COMMERCIAL,899,762,604789.57,3151.132
CHENNAI,Anna Nagar,N2,A-Block,Terrace-52610,2,COMMERCIAL,1199,1120,623397.39,3540.103
WARANGAL,Rural,N2,Main Market,Arcade-52611,2,COMMERCIAL,1707,1286,777806.65,11123.372
AGARTALA,Badharghat,S1,A-Block,Heights-52612,2,COMMERCIAL,1077,933,364945.14,7087.961
LUCKNOW,Hazratganj,Central-Hub,Tech Park,Junction-52613,2,COMMERCIAL,944,839,150394.34,5902.783
HALDWANI,Kathgodam,Township,High Street,Junction-52614,2,COMMERCIAL,40,33,75476.24,214.684
SILIGURI,Sevoke Road,Metro-A,New Extension,Arcade-52615,2,COMMERCIAL,2260,1845,2281208.71,9812.729
CENTRAL DELHI,Paharganj,Metro-A,Railway Colony,Plaza-52616,2,COMMERCIAL,99,92,106648.98,399.32
JAMMU,Bari Brahmana,Rural-Zone,Main Market,Terrace-52617,2,COMMERCIAL,695,595,354652.82,3752.984
LEH,Town Division,Rural-Zone,A-Block,Junction-52618,2,COMMERCIAL,2150,1621,2950514.17,13686.971
CHANDIGARH,Sector 17,S1,Railway Colony,Square-52619,2,COMMERCIAL,1701,1661,1851440.54,5220.325
PUDUCHERRY,Rural,Metro-A,Railway Colony,Villas-52620,2,COMMERCIAL,1223,992,1610600.16,2660.305
PORT BLAIR,City Circle,Township,Railway Colony,Square-52621,2,COMMERCIAL,339,279,695574.8,2511.64
SILVASSA,Amli,S1,New Extension,Square-52622,2,COMMERCIAL,1418,1274,2653880.18,1636.646
DAMAN,Nani Daman,N2,Railway Colony,Junction-52623,2,COMMERCIAL,1913,1593,2994666.57,12797.824
VIJAYAWADA,Governorpet,Central-Hub,Main Market,Heights-52624,2,COMMERCIAL,1507,1282,2872545.05,6621.488
PASIGHAT,East Siang,S1,Railway Colony,Complex-52625,2,COMMERCIAL,1039,1025,2198104.86,6828.376
GUWAHATI,Dispur,Industrial-X,A-Block,Villas-52626,2,COMMERCIAL,984,829,1152096.3,5687.047
MUZAFFARPUR,Bela,E3,New Extension,Arcade-52627,2,COMMERCIAL,2464,1980,3195092.12,11786.516
BILASPUR,Sirgitti,N2,A-Block,Terrace-52628,2,COMMERCIAL,1267,1238,761960.85,3940.16
PANAJI,Division II,N2,Main Market,Square-52629,2,COMMERCIAL,343,304,399867.01,757.211
SURAT,Udhna,N2,Railway Colony,Terrace-52630,2,COMMERCIAL,2238,2059,2867542.24,5917.057
FARIDABAD,Old Faridabad,Township,B-Block,Terrace-52631,2,COMMERCIAL,2080,1730,1860955.22,11405.956
SHIMLA,City,Central-Hub,High Street,Complex-52632,2,COMMERCIAL,2434,2357,980089.14,17544.942
RANCHI,Doranda,W4,High Street,Square-52633,2,COMMERCIAL,2409,1837,5175235.34,11652.08
HUBBALLI,Central,E3,Railway Colony,Plaza-52634,2,COMMERCIAL,2385,1887,4013825.71,11758.666
TRIVANDRUM,Vattiyoorkavu,E3,A-Block,Plaza-52635,2,COMMERCIAL,2449,2101,978359.38,8055.276
INDORE,Vijay Nagar,Central-Hub,New Extension,Junction-52636,2,COMMERCIAL,200,184,352077.75,1099.565
MUMBAI,Bandra,Metro-A,High Street,Arcade-52637,2,COMMERCIAL,661,506,647263.08,4028.963
IMPHAL,Division I,S1,A-Block,Mews-52638,2,COMMERCIAL,1699,1576,2825026.75,6442.77
SHILLONG,West Khasi,E3,Main Market,Plaza-52639,2,COMMERCIAL,1122,1070,1847769.44,4909.66
AIZAWL,Division I,Zone-C,A-Block,Terrace-52640,2,COMMERCIAL,1521,1484,250177.21,4331.535
DIMAPUR,Industrial,E3,A-Block,Plaza-52641,2,COMMERCIAL,43,33,41581.76,255.966
CUTTACK,CDD,Central-Hub,Main Market,Arcade-52642,2,COMMERCIAL,1918,1593,2380743.92,7835.331
AMRITSAR,Hall Gate,Metro-A,A-Block,Mews-52643,2,COMMERCIAL,741,705,881722.48,2167.86
JAIPUR,Mansarovar,Metro-A,A-Block,Terrace-52644,2,COMMERCIAL,2262,1817,2927983.02,14050.003
GANGTOK,Division II,E3,Railway Colony,Villas-52645,2,COMMERCIAL,1090,819,731789.33,2585.946
COIMBATORE,Peelamedu,Central-Hub,Tech Park,Junction-52646,2,COMMERCIAL,244,243,318044.61,1360.806
WARANGAL,Kazipet,N2,Tech Park,Square-52647,2,COMMERCIAL,210,195,77113.48,987.227
AGARTALA,Badharghat,Industrial-X,High Street,Junction-52648,2,COMMERCIAL,2068,1741,783312.5,7539.138
KANPUR,Kidwai Nagar,N2,High Street,Heights-52649,2,COMMERCIAL,2473,2338,2322306.53,15872.686
DEHRADUN,Vikas Nagar,S1,Tech Park,Terrace-52650,2,COMMERCIAL,187,183,240388.54,1155.923
SILIGURI,Sevoke Road,N2,New Extension,Square-52651,2,COMMERCIAL,1121,915,995199.54,4906.47
SOUTH DELHI,Saket,Zone-C,Tech Park,Villas-52652,2,COMMERCIAL,1759,1656,3193753.75,11887.7
JAMMU,Gandhi Nagar,Township,Railway Colony,Square-52653,2,COMMERCIAL,1293,1235,1976531.79,4408.218
LEH,Town Division,S1,Main Market,Plaza-52654,2,COMMERCIAL,1978,1562,1068940.31,7753.551
CHANDIGARH,Sector 35,Metro-A,High Street,Villas-52655,2,COMMERCIAL,1500,1138,299229.02,7830.212
PUDUCHERRY,Rural,Metro-A,New Extension,Junction-52656,2,COMMERCIAL,125,97,62746.5,424.068
PORT BLAIR,City Circle,N2,A-Block,Plaza-52657,2,COMMERCIAL,1590,1415,1646378.64,1746.63
SILVASSA,Amli,Township,Tech Park,Arcade-52658,2,COMMERCIAL,261,200,540598.65,972.493
DAMAN,Nani Daman,Industrial-X,A-Block,Square-52659,2,COMMERCIAL,1444,1334,2983957.43,10692.801
TIRUPATI,KT Road,E3,Main Market,Mews-52660,2,COMMERCIAL,2263,1747,383221.43,7710.207
PASIGHAT,Mebo,S1,A-Block,Terrace-52661,2,COMMERCIAL,1957,1691,3209865.98,6852.959
GUWAHATI,Maligaon,S1,High Street,Terrace-52662,2,COMMERCIAL,472,354,488187.24,2062.696
PATNA,PESU East,Metro-A,Main Market,Plaza-52663,2,COMMERCIAL,1140,992,406842.64,7479.78
BILASPUR,City,Rural-Zone,New Extension,Villas-52664,2,COMMERCIAL,501,475,601971.19,2684.249
PANAJI,Division I,N2,Railway Colony,Arcade-52665,2,COMMERCIAL,2197,1758,1434041.13,7115.734
AHMEDABAD,Sabarmati,Zone-C,High Street,Mews-52666,2,COMMERCIAL,2320,1784,1502942.2,6419.577
FARIDABAD,Greater Faridabad,Township,A-Block,Arcade-52667,2,COMMERCIAL,1808,1662,3397699.3,12268.697
SHIMLA,Kasumpti,W4,B-Block,Mews-52668,2,COMMERCIAL,17,16,10335.41,30.439
JAMSHEDPUR,Jamshedpur Circle,E3,Railway Colony,Square-52669,2,COMMERCIAL,19,18,17692.77,42.212
BENGALURU,Jayanagar,N2,B-Block,Complex-52670,2,COMMERCIAL,925,917,931324.27,1141.16
KOCHI,Marine Drive,Township,Tech Park,Mews-52671,2,COMMERCIAL,745,625,573799.12,5514.374
INDORE,Rajwada,Zone-C,New Extension,Mews-52672,2,COMMERCIAL,2133,1819,2865376.86,3477.331
MUMBAI,Dharavi,E3,B-Block,Heights-52673,2,COMMERCIAL,2415,2390,776461.82,11194.175
IMPHAL,Division II,Zone-C,B-Block,Junction-52674,2,COMMERCIAL,1053,839,1334413.94,6757.823
SHILLONG,West Khasi,N2,High Street,Terrace-52675,2,COMMERCIAL,632,597,523169.73,1939.298
AIZAWL,Division I,N2,Tech Park,Square-52676,2,COMMERCIAL,1394,1235,2831912.58,3012.105
DIMAPUR,Central,S1,Railway Colony,Junction-52677,2,COMMERCIAL,1321,1245,2820202.82,8100.946
CUTTACK,CDD,Township,Tech Park,Terrace-52678,2,COMMERCIAL,1072,931,1734560.49,5986.206
LUDHIANA,Model Town,W4,High Street,Junction-52679,2,COMMERCIAL,516,445,189412.89,3222.244
JAIPUR,Malviya Nagar,Rural-Zone,Railway Colony,Junction-52680,2,COMMERCIAL,159,129,131464.39,958.339
GANGTOK,Division I,Zone-C,B-Block,Complex-52681,2,COMMERCIAL,857,786,1027118.56,1649.954
COIMBATORE,Gandhipuram,S1,Railway Colony,Arcade-52682,2,COMMERCIAL,1992,1554,3426136.66,8065.251
HYDERABAD,Secunderabad,N2,B-Block,Square-52683,2,COMMERCIAL,1196,1149,857330.07,8805.497
AGARTALA,Division II,E3,B-Block,Complex-52684,2,COMMERCIAL,1892,1855,3484016.32,7036.716
LUCKNOW,Hazratganj,Township,High Street,Complex-52685,2,COMMERCIAL,1442,1120,1599711.0,3159.006
HALDWANI,Kathgodam,Rural-Zone,High Street,Villas-52686,2,COMMERCIAL,1396,1377,2605835.4,4836.177
SILIGURI,Matigara,Rural-Zone,New Extension,Square-52687,2,COMMERCIAL,1497,1358,1439671.64,2162.319
CENTRAL DELHI,Paharganj,S1,B-Block,Plaza-52688,2,COMMERCIAL,806,780,649809.5,4980.028
JAMMU,Gandhi Nagar,W4,A-Block,Arcade-52689,2,COMMERCIAL,2226,1959,1644739.19,4142.164
LEH,Town Division,Township,Railway Colony,Complex-52690,2,COMMERCIAL,55,42,102442.66,258.211
CHANDIGARH,Sector 35,Industrial-X,A-Block,Complex-52691,2,COMMERCIAL,2444,1958,4610449.35,6686.409
PUDUCHERRY,Town Division,Metro-A,B-Block,Junction-52692,2,COMMERCIAL,1630,1404,3026115.19,5774.299
PORT BLAIR,Haddo,Township,Tech Park,Mews-52693,2,COMMERCIAL,522,404,468267.71,831.505
SILVASSA,Industrial Circle,Rural-Zone,Main Market,Square-52694,2,COMMERCIAL,634,582,189038.36,1595.102
DAMAN,Nani Daman,E3,Main Market,Terrace-52695,2,COMMERCIAL,2439,2438,834546.35,16408.079
VIJAYAWADA,Governorpet,N2,Railway Colony,Mews-52696,2,COMMERCIAL,1175,1120,342052.65,8596.898
PASIGHAT,Mebo,N2,Railway Colony,Plaza-52697,2,COMMERCIAL,2492,2211,1840040.5,14568.898
DIBRUGARH,Tinsukia,N2,New Extension,Heights-52698,2,COMMERCIAL,2298,1955,4438374.75,3322.893
MUZAFFARPUR,Rural,N2,A-Block,Complex-52699,2,COMMERCIAL,47,43,42251.88,175.448
BILASPUR,Sirgitti,Industrial-X,Main Market,Junction-52700,2,COMMERCIAL,931,825,1472558.24,4541.136
PANAJI,Division I,W4,A-Block,Plaza-52701,2,COMMERCIAL,492,455,669353.2,2192.418
AHMEDABAD,Sabarmati,Metro-A,A-Block,Plaza-52702,2,COMMERCIAL,2044,1723,2460871.48,10555.093
FARIDABAD,Old Faridabad,Rural-Zone,Tech Park,Junction-52703,2,COMMERCIAL,2303,1778,3947414.13,5593.991
DHARAMSHALA,Kangra,E3,B-Block,Terrace-52704,2,COMMERCIAL,113,109,140958.11,234.658
JAMSHEDPUR,Mango,Central-Hub,B-Block,Terrace-52705,2,COMMERCIAL,613,492,163437.02,2307.76
MYSURU,City,Industrial-X,New Extension,Plaza-52706,2,COMMERCIAL,513,497,668024.73,2728.985
TRIVANDRUM,Pattom,Township,High Street,Villas-52707,2,COMMERCIAL,467,447,93860.03,758.756
INDORE,Vijay Nagar,Township,Railway Colony,Mews-52708,2,COMMERCIAL,1779,1715,2289770.91,5500.167
MUMBAI,Bandra,Township,Main Market,Arcade-52709,2,COMMERCIAL,148,147,177427.03,856.892
IMPHAL,Division II,Zone-C,Railway Colony,Plaza-52710,2,COMMERCIAL,2000,1592,3850269.13,2408.323
SHILLONG,Laitumkhrah,E3,A-Block,Plaza-52711,2,COMMERCIAL,1277,1087,2809095.79,2415.818
AIZAWL,Division I,W4,Tech Park,Villas-52712,2,COMMERCIAL,1986,1512,748468.35,8249.656
DIMAPUR,Central,Industrial-X,Railway Colony,Heights-52713,2,COMMERCIAL,1756,1431,2359785.13,5230.648
BHUBANESWAR,Bhubaneswar Rural,Zone-C,B-Block,Arcade-52714,2,COMMERCIAL,461,395,874788.48,778.796
AMRITSAR,Ranjit Avenue,W4,Tech Park,Arcade-52715,2,COMMERCIAL,1924,1573,4159518.23,12559.549
JAIPUR,Malviya Nagar,E3,High Street,Villas-52716,2,COMMERCIAL,877,735,1544352.8,5925.267
GANGTOK,Division II,S1,B-Block,Complex-52717,2,COMMERCIAL,658,507,1058626.0,1398.277
CHENNAI,Adyar,Rural-Zone,Railway Colony,Terrace-52718,2,COMMERCIAL,2417,1998,4823830.08,10522.481
HYDERABAD,Gachibowli,Central-Hub,New Extension,Square-52719,2,COMMERCIAL,1490,1460,2357951.23,3099.365
AGARTALA,Division II,N2,Railway Colony,Square-52720,2,COMMERCIAL,372,348,128078.69,2039.07
KANPUR,Kidwai Nagar,Metro-A,New Extension,Junction-52721,2,COMMERCIAL,646,574,743204.55,3706.177
HALDWANI,Kathgodam,Metro-A,Main Market,Junction-52722,2,COMMERCIAL,502,376,379303.43,3266.17
SILIGURI,Matigara,Zone-C,A-Block,Terrace-52723,2,COMMERCIAL,2473,2377,3781322.31,5191.02
SOUTH DELHI,Malviya Nagar,N2,Main Market,Arcade-52724,2,COMMERCIAL,1813,1413,617185.35,7569.64
JAMMU,Canal Division,E3,B-Block,Heights-52725,2,COMMERCIAL,435,338,908958.26,3207.637
LEH,Town Division,W4,New Extension,Mews-52726,2,COMMERCIAL,1629,1414,563546.74,3159.462
CHANDIGARH,Sector 35,Industrial-X,Railway Colony,Heights-52727,2,COMMERCIAL,962,760,669572.87,4418.474
PUDUCHERRY,Town Division,Central-Hub,B-Block,Villas-52728,2,COMMERCIAL,585,565,789339.26,2684.067
PORT BLAIR,Haddo,S1,High Street,Junction-52729,2,COMMERCIAL,1653,1486,1604884.98,9006.703
SILVASSA,Industrial Circle,Rural-Zone,Tech Park,Square-52730,2,COMMERCIAL,632,478,1282477.77,4511.88
DAMAN,Nani Daman,N2,New Extension,Plaza-52731,2,COMMERCIAL,2460,2373,5286039.93,18329.75
VISAKHAPATNAM,Madhurawada,Metro-A,New Extension,Complex-52732,2,COMMERCIAL,1340,1205,2012889.77,6630.22
PASIGHAT,East Siang,Township,New Extension,Arcade-52733,2,COMMERCIAL,2175,1762,2006954.4,9996.102
DIBRUGARH,Rural,Metro-A,New Extension,Heights-52734,2,COMMERCIAL,2190,1999,2986396.64,13478.106
PATNA,Kankarbagh,Township,A-Block,Junction-52735,2,COMMERCIAL,227,220,113539.77,234.092
BILASPUR,City,Central-Hub,A-Block,Mews-52736,2,COMMERCIAL,1740,1390,625673.18,11989.441
PANAJI,Division I,Township,A-Block,Square-52737,2,COMMERCIAL,1805,1671,600291.03,7268.72
SURAT,Varachha,N2,Railway Colony,Mews-52738,2,COMMERCIAL,1535,1181,2009327.78,9248.092
FARIDABAD,Old Faridabad,E3,Main Market,Heights-52739,2,COMMERCIAL,382,303,746701.86,2607.481
DHARAMSHALA,Kangra,Township,High Street,Heights-52740,2,COMMERCIAL,2393,2383,1682938.05,15689.543
JAMSHEDPUR,Mango,Central-Hub,A-Block,Junction-52741,2,COMMERCIAL,2049,1967,3036312.67,11105.323
MYSURU,Rural,Rural-Zone,Tech Park,Arcade-52742,2,COMMERCIAL,1204,954,1622538.0,8215.931
KOCHI,Ernakulam,Industrial-X,A-Block,Terrace-52743,2,COMMERCIAL,1201,936,1280284.66,4009.799
INDORE,Vijay Nagar,Township,B-Block,Terrace-52744,2,COMMERCIAL,1851,1733,1294130.12,10045.892
MUMBAI,Kurla,Township,Tech Park,Villas-52745,2,COMMERCIAL,840,720,1454528.28,3030.71
IMPHAL,Division II,S1,High Street,Arcade-52746,2,COMMERCIAL,2261,1736,4643830.75,3241.971
SHILLONG,East Khasi,Industrial-X,New Extension,Junction-52747,2,COMMERCIAL,306,244,665715.91,735.084
AIZAWL,Bawngkawn,E3,A-Block,Terrace-52748,2,COMMERCIAL,874,852,777715.12,3209.605
KOHIMA,Town Division,Township,New Extension,Plaza-52749,2,COMMERCIAL,1252,1203,551985.74,2837.325
BHUBANESWAR,Bhubaneswar Rural,Rural-Zone,New Extension,Plaza-52750,2,COMMERCIAL,733,646,1204572.01,3459.629
AMRITSAR,Hall Gate,W4,Railway Colony,Square-52751,2,COMMERCIAL,1511,1325,3134268.02,8716.875
JAIPUR,Mansarovar,S1,New Extension,Heights-52752,2,COMMERCIAL,556,469,117332.31,702.783
GANGTOK,Division II,N2,High Street,Plaza-52753,2,COMMERCIAL,2033,1954,2248792.27,7154.266
CHENNAI,Anna Nagar,Central-Hub,Tech Park,Junction-52754,2,COMMERCIAL,1058,925,1220762.39,4132.619
WARANGAL,Rural,Central-Hub,High Street,Arcade-52755,2,COMMERCIAL,728,603,409713.34,614.263
AGARTALA,Division II,Metro-A,High Street,Junction-52756,2,COMMERCIAL,1789,1759,1098755.87,13207.063
KANPUR,Civil Lines,Industrial-X,New Extension,Villas-52757,2,COMMERCIAL,845,704,186170.57,4979.803
HALDWANI,Kathgodam,S1,Railway Colony,Square-52758,2,COMMERCIAL,471,400,407857.82,3342.289
SILIGURI,Matigara,Township,A-Block,Square-52759,2,COMMERCIAL,1715,1348,1727459.98,7693.174
CENTRAL DELHI,Paharganj,Metro-A,A-Block,Square-52760,2,COMMERCIAL,1458,1412,2714380.27,9961.776
JAMMU,Canal Division,E3,Tech Park,Heights-52761,2,COMMERCIAL,915,763,1353189.59,3643.954
LEH,Town Division,E3,New Extension,Junction-52762,2,COMMERCIAL,730,691,437671.25,5275.818
CHANDIGARH,Sector 35,S1,Main Market,Arcade-52763,2,COMMERCIAL,971,901,1017740.75,3121.734
PUDUCHERRY,Rural,Industrial-X,A-Block,Junction-52764,2,COMMERCIAL,271,214,70142.69,438.492
PORT BLAIR,City Circle,Township,B-Block,Plaza-52765,2,COMMERCIAL,1488,1484,2836454.24,6988.948
SILVASSA,Amli,Metro-A,Main Market,Arcade-52766,2,COMMERCIAL,2199,2027,478545.09,13976.838
DAMAN,Nani Daman,Central-Hub,High Street,Plaza-52767,2,COMMERCIAL,1933,1828,4252542.23,11258.434
VIJAYAWADA,Governorpet,W4,Tech Park,Mews-52768,2,COMMERCIAL,819,742,228042.38,4085.426
ITANAGAR,Naharlagun,Industrial-X,A-Block,Plaza-52769,2,COMMERCIAL,1740,1545,324180.99,6785.781
GUWAHATI,Maligaon,Township,A-Block,Junction-52770,2,COMMERCIAL,1664,1531,2926760.66,9801.96
PATNA,Kankarbagh,Central-Hub,Tech Park,Complex-52771,2,COMMERCIAL,44,43,84065.92,49.185
BILASPUR,Tifra,Central-Hub,Tech Park,Terrace-52772,2,COMMERCIAL,579,482,194820.66,3045.975
MARGAO,Division IV,Metro-A,New Extension,Villas-52773,2,COMMERCIAL,1875,1552,531282.92,5971.915
AHMEDABAD,Navrangpura,Central-Hub,Main Market,Plaza-52774,2,COMMERCIAL,830,788,1512087.34,4225.061
FARIDABAD,Old Faridabad,Township,New Extension,Junction-52775,2,COMMERCIAL,465,419,310863.72,2178.616
SHIMLA,Totu,Township,New Extension,Arcade-52776,2,COMMERCIAL,560,495,963818.64,1128.22
RANCHI,Central,Rural-Zone,Tech Park,Complex-52777,2,COMMERCIAL,1660,1653,629442.43,2062.086
HUBBALLI,Rural,W4,High Street,Mews-52778,2,COMMERCIAL,787,652,399042.93,5126.88
KOCHI,Ernakulam,Township,Tech Park,Arcade-52779,2,COMMERCIAL,1238,1157,2552318.0,2459.695
INDORE,Rajwada,W4,B-Block,Complex-52780,2,COMMERCIAL,1825,1438,2151501.63,5224.669
NAGPUR,Sitabuldi,Central-Hub,Tech Park,Complex-52781,2,COMMERCIAL,1521,1194,1362094.97,7547.404
IMPHAL,Division I,W4,B-Block,Square-52782,2,COMMERCIAL,1288,1004,275653.68,1736.347
SHILLONG,Laitumkhrah,Rural-Zone,Tech Park,Junction-52783,2,COMMERCIAL,978,887,1338376.06,3803.54
AIZAWL,Division I,Central-Hub,New Extension,Terrace-52784,2,COMMERCIAL,2388,2289,4260081.29,14585.175
KOHIMA,Rural,Township,Railway Colony,Arcade-52785,2,COMMERCIAL,1680,1442,2081870.44,6576.646
BHUBANESWAR,BED,Metro-A,Tech Park,Arcade-52786,2,COMMERCIAL,1833,1394,1602289.33,8498.476
