DateTime,City,Consumption_kWh
2024-03-27 00:00:00,Vadodara,2076
2024-03-27 01:00:00,Pune,2347
2024-03-27 02:00:00,Varanasi,1844
2024-03-27 03:00:00,Hubli,2262
2024-03-27 04:00:00,Nashik,2147
2024-03-27 05:00:00,Indore,2454
2024-03-27 06:00:00,Faridabad,2162
2024-03-27 07:00:00,Varanasi,2199
2024-03-27 08:00:00,Ludhiana,2382
2024-03-27 09:00:00,Amritsar,2874
2024-03-27 10:00:00,Nagpur,2611
2024-03-27 11:00:00,Kanpur,2370
2024-03-27 12:00:00,Bangalore,2108
2024-03-27 13:00:00,Bangalore,2986
2024-03-27 14:00:00,Chandigarh,3041
2024-03-27 15:00:00,Nashik,2713
2024-03-27 16:00:00,Jaipur,2971
2024-03-27 17:00:00,Jabalpur,2853
2024-03-27 18:00:00,Vijayawada,3670
2024-03-27 19:00:00,Howrah,3504
2024-03-27 20:00:00,Vadodara,4115
2024-03-27 21:00:00,Kanpur,3745
2024-03-27 22:00:00,Hubli,2655
2024-03-27 23:00:00,Amritsar,2525
2024-03-28 00:00:00,Rajkot,2083
2024-03-28 01:00:00,Allahabad,2180
2024-03-28 02:00:00,Kolkata,1732
2024-03-28 03:00:00,Allahabad,1934
2024-03-28 04:00:00,Jodhpur,1425
2024-03-28 05:00:00,Ludhiana,1968
2024-03-28 06:00:00,Hubli,2087
2024-03-28 07:00:00,Varanasi,1869
2024-03-28 08:00:00,Amritsar,1730
2024-03-28 09:00:00,Madurai,2401
2024-03-28 10:00:00,Delhi,2482
2024-03-28 11:00:00,Faridabad,2282
2024-03-28 12:00:00,Indore,2593
2024-03-28 13:00:00,Jaipur,2934
2024-03-28 14:00:00,Guwahati,3046
2024-03-28 15:00:00,Allahabad,2467
2024-03-28 16:00:00,Srinagar,2749
2024-03-28 17:00:00,Lucknow,2655
2024-03-28 18:00:00,Pune,3979
2024-03-28 19:00:00,Patna,3721
2024-03-28 20:00:00,Madurai,3414
2024-03-28 21:00:00,Kolkata,3457
2024-03-28 22:00:00,Jabalpur,3391
2024-03-28 23:00:00,Chandigarh,2129
2024-03-29 00:00:00,Kalyan,2280
2024-03-29 01:00:00,Ghaziabad,1399
2024-03-29 02:00:00,Patna,1246
2024-03-29 03:00:00,Pune,2256
2024-03-29 04:00:00,Faridabad,1424
2024-03-29 05:00:00,Kanpur,1748
2024-03-29 06:00:00,Kolkata,1751
2024-03-29 07:00:00,Srinagar,2147
2024-03-29 08:00:00,Meerut,1970
2024-03-29 09:00:00,Madurai,2703
2024-03-29 10:00:00,Visakhapatnam,2604
2024-03-29 11:00:00,Faridabad,2384
2024-03-29 12:00:00,Visakhapatnam,2895
2024-03-29 13:00:00,Raipur,2838
2024-03-29 14:00:00,Agra,2586
2024-03-29 15:00:00,Howrah,2154
2024-03-29 16:00:00,Navi Mumbai,2621
2024-03-29 17:00:00,Faridabad,2317
2024-03-29 18:00:00,Allahabad,4057
2024-03-29 19:00:00,Ludhiana,3659
2024-03-29 20:00:00,Hubli,2815
2024-03-29 21:00:00,Chandigarh,4313
2024-03-29 22:00:00,Kolkata,4342
2024-03-29 23:00:00,Amritsar,1676
2024-03-30 00:00:00,Srinagar,1489
2024-03-30 01:00:00,Navi Mumbai,2151
2024-03-30 02:00:00,Delhi,1331
2024-03-30 03:00:00,Indore,2175
2024-03-30 04:00:00,Kota,2080
2024-03-30 05:00:00,Bangalore,1488
2024-03-30 06:00:00,Mumbai,2282
2024-03-30 07:00:00,Nashik,1554
2024-03-30 08:00:00,Rajkot,1544
2024-03-30 09:00:00,Thane,2483
2024-03-30 10:00:00,Dhanbad,2940
2024-03-30 11:00:00,Allahabad,3079
2024-03-30 12:00:00,Bhopal,3184
2024-03-30 13:00:00,Howrah,2853
2024-03-30 14:00:00,Jabalpur,2140
2024-03-30 15:00:00,Vadodara,2491
2024-03-30 16:00:00,Patna,2686
2024-03-30 17:00:00,Srinagar,2407
2024-03-30 18:00:00,Thane,4006
2024-03-30 19:00:00,Navi Mumbai,3952
2024-03-30 20:00:00,Jaipur,3151
2024-03-30 21:00:00,Ghaziabad,3329
2024-03-30 22:00:00,Raipur,3282
2024-03-30 23:00:00,Dhanbad,2101
2024-03-31 00:00:00,Kanpur,2017
2024-03-31 01:00:00,Visakhapatnam,1695
2024-03-31 02:00:00,Mumbai,1652
2024-03-31 03:00:00,Raipur,1447
2024-03-31 04:00:00,Patna,1861
2024-03-31 05:00:00,Nagpur,1566
2024-03-31 06:00:00,Vadodara,1855
2024-03-31 07:00:00,Indore,1927
2024-03-31 08:00:00,Guwahati,2364
2024-03-31 09:00:00,Bhopal,2733
2024-03-31 10:00:00,Navi Mumbai,2940
2024-03-31 11:00:00,Chandigarh,2392
2024-03-31 12:00:00,Hyderabad,3170
2024-03-31 13:00:00,Hyderabad,3395
2024-03-31 14:00:00,Chandigarh,2040
2024-03-31 15:00:00,Kolkata,2402
2024-03-31 16:00:00,Vasai,3192
2024-03-31 17:00:00,Hyderabad,2876
2024-03-31 18:00:00,Guwahati,4057
2024-03-31 19:00:00,Gwalior,3697
2024-03-31 20:00:00,Jabalpur,4161
2024-03-31 21:00:00,Thane,3843
2024-03-31 22:00:00,Gwalior,4008
2024-03-31 23:00:00,Meerut,1755
2024-04-01 00:00:00,Ahmedabad,2289
2024-04-01 01:00:00,Howrah,2242
2024-04-01 02:00:00,Hyderabad,2320
2024-04-01 03:00:00,Chandigarh,1521
2024-04-01 04:00:00,Guwahati,2220
2024-04-01 05:00:00,Ghaziabad,2252
2024-04-01 06:00:00,Chennai,2102
2024-04-01 07:00:00,Nashik,1727
2024-04-01 08:00:00,Raipur,2049
2024-04-01 09:00:00,Vasai,2319
2024-04-01 10:00:00,Ahmedabad,3032
2024-04-01 11:00:00,Aurangabad,2447
2024-04-01 12:00:00,Mumbai,2917
2024-04-01 13:00:00,Guwahati,2352
2024-04-01 14:00:00,Bhopal,2715
2024-04-01 15:00:00,Kota,2302
2024-04-01 16:00:00,Kota,3021
2024-04-01 17:00:00,Kanpur,2850
2024-04-01 18:00:00,Gwalior,4749
2024-04-01 19:00:00,Faridabad,3554
2024-04-01 20:00:00,Meerut,3797
2024-04-01 21:00:00,Raipur,3803
2024-04-01 22:00:00,Gwalior,2611
2024-04-01 23:00:00,Vasai,1421
2024-04-02 00:00:00,Hyderabad,1476
2024-04-02 01:00:00,Agra,2223
2024-04-02 02:00:00,Ghaziabad,1662
2024-04-02 03:00:00,Kolkata,1508
2024-04-02 04:00:00,Vijayawada,1576
2024-04-02 05:00:00,Delhi,1496
2024-04-02 06:00:00,Solapur,2458
2024-04-02 07:00:00,Amritsar,2086
2024-04-02 08:00:00,Solapur,1229
2024-04-02 09:00:00,Dhanbad,2848
2024-04-02 10:00:00,Nashik,2496
2024-04-02 11:00:00,Jaipur,3126
2024-04-02 12:00:00,Indore,2957
2024-04-02 13:00:00,Kolkata,3002
2024-04-02 14:00:00,Chandigarh,2860
2024-04-02 15:00:00,Jaipur,3036
2024-04-02 16:00:00,Aurangabad,3235
2024-04-02 17:00:00,Bangalore,2686
2024-04-02 18:00:00,Vadodara,4191
2024-04-02 19:00:00,Varanasi,3601
2024-04-02 20:00:00,Patna,2856
2024-04-02 21:00:00,Kolkata,4669
2024-04-02 22:00:00,Visakhapatnam,4518
2024-04-02 23:00:00,Ahmedabad,1670
2024-04-03 00:00:00,Navi Mumbai,1528
2024-04-03 01:00:00,Vadodara,1396
2024-04-03 02:00:00,Ranchi,2001
2024-04-03 03:00:00,Vijayawada,1506
2024-04-03 04:00:00,Nagpur,2351
2024-04-03 05:00:00,Meerut,2474
2024-04-03 06:00:00,Delhi,1593
2024-04-03 07:00:00,Madurai,2106
2024-04-03 08:00:00,Bhopal,2229
2024-04-03 09:00:00,Amritsar,2681
2024-04-03 10:00:00,Vijayawada,2645
2024-04-03 11:00:00,Pune,2876
2024-04-03 12:00:00,Faridabad,2173
2024-04-03 13:00:00,Allahabad,2074
2024-04-03 14:00:00,Howrah,1933
2024-04-03 15:00:00,Vijayawada,3052
2024-04-03 16:00:00,Thane,3253
2024-04-03 17:00:00,Bhopal,3007
2024-04-03 18:00:00,Vadodara,4082
2024-04-03 19:00:00,Solapur,3470
2024-04-03 20:00:00,Madurai,4477
2024-04-03 21:00:00,Madurai,3567
2024-04-03 22:00:00,Madurai,3933
2024-04-03 23:00:00,Ranchi,1551
2024-04-04 00:00:00,Patna,2175
2024-04-04 01:00:00,Guwahati,1737
2024-04-04 02:00:00,Meerut,1940
2024-04-04 03:00:00,Raipur,2105
2024-04-04 04:00:00,Ghaziabad,2301
2024-04-04 05:00:00,Nagpur,2221
2024-04-04 06:00:00,Ranchi,2359
2024-04-04 07:00:00,Howrah,2278
2024-04-04 08:00:00,Aurangabad,1571
2024-04-04 09:00:00,Gwalior,2481
2024-04-04 10:00:00,Coimbatore,2790
2024-04-04 11:00:00,Kanpur,1954
2024-04-04 12:00:00,Delhi,2523
2024-04-04 13:00:00,Indore,2031
2024-04-04 14:00:00,Faridabad,1988
2024-04-04 15:00:00,Raipur,2808
2024-04-04 16:00:00,Guwahati,2824
2024-04-04 17:00:00,Indore,2008
2024-04-04 18:00:00,Ahmedabad,2946
2024-04-04 19:00:00,Indore,3742
2024-04-04 20:00:00,Vadodara,4266
2024-04-04 21:00:00,Allahabad,3835
2024-04-04 22:00:00,Ahmedabad,2944
2024-04-04 23:00:00,Hubli,1631
2024-04-05 00:00:00,Vasai,1765
2024-04-05 01:00:00,Indore,2215
2024-04-05 02:00:00,Gwalior,1532
2024-04-05 03:00:00,Hubli,1607
2024-04-05 04:00:00,Bhopal,2537
2024-04-05 05:00:00,Ghaziabad,2192
2024-04-05 06:00:00,Nagpur,2258
2024-04-05 07:00:00,Bhopal,1741
2024-04-05 08:00:00,Howrah,1793
2024-04-05 09:00:00,Howrah,2594
2024-04-05 10:00:00,Madurai,2830
2024-04-05 11:00:00,Solapur,3042
2024-04-05 12:00:00,Bangalore,2436
2024-04-05 13:00:00,Gwalior,2130
2024-04-05 14:00:00,Kolkata,2441
2024-04-05 15:00:00,Ahmedabad,2784
2024-04-05 16:00:00,Indore,2909
2024-04-05 17:00:00,Patna,2800
2024-04-05 18:00:00,Nagpur,2685
2024-04-05 19:00:00,Hubli,3492
2024-04-05 20:00:00,Bangalore,3205
2024-04-05 21:00:00,Patna,3770
2024-04-05 22:00:00,Agra,3273
2024-04-05 23:00:00,Guwahati,2018
2024-04-06 00:00:00,Lucknow,2079
2024-04-06 01:00:00,Thane,2356
2024-04-06 02:00:00,Pune,2316
2024-04-06 03:00:00,Ludhiana,1805
2024-04-06 04:00:00,Kota,1744
2024-04-06 05:00:00,Coimbatore,2127
2024-04-06 06:00:00,Allahabad,1627
2024-04-06 07:00:00,Rajkot,2046
2024-04-06 08:00:00,Madurai,1741
2024-04-06 09:00:00,Chennai,2630
2024-04-06 10:00:00,Ahmedabad,2532
2024-04-06 11:00:00,Indore,2408
2024-04-06 12:00:00,Solapur,2659
2024-04-06 13:00:00,Gwalior,1856
2024-04-06 14:00:00,Lucknow,2492
2024-04-06 15:00:00,Kalyan,3286
2024-04-06 16:00:00,Vadodara,2317
2024-04-06 17:00:00,Navi Mumbai,2593
2024-04-06 18:00:00,Nagpur,3279
2024-04-06 19:00:00,Howrah,4065
2024-04-06 20:00:00,Aurangabad,4618
2024-04-06 21:00:00,Navi Mumbai,3085
2024-04-06 22:00:00,Vadodara,2705
2024-04-06 23:00:00,Vadodara,1957
2024-04-07 00:00:00,Kanpur,1852
2024-04-07 01:00:00,Thane,1598
2024-04-07 02:00:00,Madurai,1529
2024-04-07 03:00:00,Navi Mumbai,1962
2024-04-07 04:00:00,Allahabad,1912
2024-04-07 05:00:00,Meerut,2232
2024-04-07 06:00:00,Madurai,2113
2024-04-07 07:00:00,Vasai,2056
2024-04-07 08:00:00,Nashik,1761
2024-04-07 09:00:00,Kalyan,2817
2024-04-07 10:00:00,Mumbai,2420
2024-04-07 11:00:00,Jaipur,2915
2024-04-07 12:00:00,Vasai,2407
2024-04-07 13:00:00,Kolkata,2086
2024-04-07 14:00:00,Nagpur,2631
2024-04-07 15:00:00,Faridabad,2190
2024-04-07 16:00:00,Dhanbad,2275
2024-04-07 17:00:00,Srinagar,2783
2024-04-07 18:00:00,Solapur,4509
2024-04-07 19:00:00,Delhi,4642
2024-04-07 20:00:00,Srinagar,3043
2024-04-07 21:00:00,Ludhiana,2881
2024-04-07 22:00:00,Thane,4185
2024-04-07 23:00:00,Delhi,1801
2024-04-08 00:00:00,Jaipur,1907
2024-04-08 01:00:00,Gwalior,2368
2024-04-08 02:00:00,Kanpur,1739
2024-04-08 03:00:00,Agra,1916
2024-04-08 04:00:00,Guwahati,1983
2024-04-08 05:00:00,Nagpur,1450
2024-04-08 06:00:00,Amritsar,1581
2024-04-08 07:00:00,Pune,1912
2024-04-08 08:00:00,Hubli,1478
2024-04-08 09:00:00,Lucknow,2641
2024-04-08 10:00:00,Mumbai,2677
2024-04-08 11:00:00,Kota,2164
2024-04-08 12:00:00,Nagpur,2870
2024-04-08 13:00:00,Vasai,2561
2024-04-08 14:00:00,Kalyan,2987
2024-04-08 15:00:00,Jodhpur,2710
2024-04-08 16:00:00,Visakhapatnam,2887
2024-04-08 17:00:00,Kalyan,3131
2024-04-08 18:00:00,Guwahati,4205
2024-04-08 19:00:00,Hubli,3853
2024-04-08 20:00:00,Visakhapatnam,3144
2024-04-08 21:00:00,Kolkata,3772
2024-04-08 22:00:00,Kolkata,2889
2024-04-08 23:00:00,Allahabad,2335
2024-04-09 00:00:00,Mumbai,2106
2024-04-09 01:00:00,Delhi,1241
2024-04-09 02:00:00,Kalyan,1991
2024-04-09 03:00:00,Kota,1643
2024-04-09 04:00:00,Amritsar,2332
2024-04-09 05:00:00,Raipur,1751
2024-04-09 06:00:00,Jodhpur,1476
2024-04-09 07:00:00,Kanpur,1681
2024-04-09 08:00:00,Kota,1559
2024-04-09 09:00:00,Visakhapatnam,3145
2024-04-09 10:00:00,Raipur,2617
2024-04-09 11:00:00,Nagpur,2582
2024-04-09 12:00:00,Gwalior,2061
2024-04-09 13:00:00,Chandigarh,2497
2024-04-09 14:00:00,Chennai,2902
2024-04-09 15:00:00,Coimbatore,2266
2024-04-09 16:00:00,Ahmedabad,2566
2024-04-09 17:00:00,Madurai,2631
2024-04-09 18:00:00,Allahabad,3331
2024-04-09 19:00:00,Ghaziabad,3768
2024-04-09 20:00:00,Ghaziabad,4591
2024-04-09 21:00:00,Allahabad,2974
2024-04-09 22:00:00,Visakhapatnam,3419
2024-04-09 23:00:00,Ahmedabad,1854
2024-04-10 00:00:00,Meerut,1754
2024-04-10 01:00:00,Ranchi,1448
2024-04-10 02:00:00,Pune,2142
2024-04-10 03:00:00,Coimbatore,2039
2024-04-10 04:00:00,Lucknow,2100
2024-04-10 05:00:00,Aurangabad,2202
2024-04-10 06:00:00,Hyderabad,1233
2024-04-10 07:00:00,Pune,2120
2024-04-10 08:00:00,Jodhpur,1697
2024-04-10 09:00:00,Nashik,2431
2024-04-10 10:00:00,Bhopal,2905
2024-04-10 11:00:00,Bangalore,2348
2024-04-10 12:00:00,Jodhpur,2030
2024-04-10 13:00:00,Hubli,3063
2024-04-10 14:00:00,Meerut,2708
2024-04-10 15:00:00,Kalyan,3049
2024-04-10 16:00:00,Pune,2594
2024-04-10 17:00:00,Allahabad,2431
2024-04-10 18:00:00,Indore,2936
2024-04-10 19:00:00,Ghaziabad,3658
2024-04-10 20:00:00,Srinagar,4591
2024-04-10 21:00:00,Hubli,3108
2024-04-10 22:00:00,Ghaziabad,4669
2024-04-10 23:00:00,Kota,2000
2024-04-11 00:00:00,Jabalpur,1598
2024-04-11 01:00:00,Vijayawada,1982
2024-04-11 02:00:00,Agra,2492
2024-04-11 03:00:00,Howrah,1430
2024-04-11 04:00:00,Ahmedabad,1713
2024-04-11 05:00:00,Chennai,2131
2024-04-11 06:00:00,Jodhpur,2472
2024-04-11 07:00:00,Bangalore,1773
2024-04-11 08:00:00,Ludhiana,1507
2024-04-11 09:00:00,Varanasi,2812
2024-04-11 10:00:00,Delhi,2666
2024-04-11 11:00:00,Ranchi,3019
2024-04-11 12:00:00,Aurangabad,2673
2024-04-11 13:00:00,Raipur,3166
2024-04-11 14:00:00,Ghaziabad,2777
2024-04-11 15:00:00,Jabalpur,2877
2024-04-11 16:00:00,Varanasi,2642
2024-04-11 17:00:00,Ranchi,2785
2024-04-11 18:00:00,Patna,4107
2024-04-11 19:00:00,Ludhiana,3542
2024-04-11 20:00:00,Kolkata,3151
2024-04-11 21:00:00,Faridabad,4145
2024-04-11 22:00:00,Rajkot,3780
2024-04-11 23:00:00,Guwahati,1836
2024-04-12 00:00:00,Mumbai,1498
2024-04-12 01:00:00,Allahabad,1518
2024-04-12 02:00:00,Kanpur,1794
2024-04-12 03:00:00,Indore,1785
2024-04-12 04:00:00,Lucknow,1300
2024-04-12 05:00:00,Howrah,1649
2024-04-12 06:00:00,Faridabad,1963
2024-04-12 07:00:00,Bhopal,2308
2024-04-12 08:00:00,Ahmedabad,1681
2024-04-12 09:00:00,Hyderabad,2614
2024-04-12 10:00:00,Kolkata,2875
2024-04-12 11:00:00,Vijayawada,2971
2024-04-12 12:00:00,Patna,2413
2024-04-12 13:00:00,Bhopal,2918
2024-04-12 14:00:00,Indore,1953
2024-04-12 15:00:00,Meerut,2686
2024-04-12 16:00:00,Vasai,2219
2024-04-12 17:00:00,Ludhiana,3131
2024-04-12 18:00:00,Aurangabad,3706
2024-04-12 19:00:00,Gwalior,3596
2024-04-12 20:00:00,Indore,4555
2024-04-12 21:00:00,Raipur,4451
2024-04-12 22:00:00,Nagpur,3100
2024-04-12 23:00:00,Ghaziabad,1795
2024-04-13 00:00:00,Thane,1845
2024-04-13 01:00:00,Ahmedabad,2503
2024-04-13 02:00:00,Bangalore,2406
2024-04-13 03:00:00,Kolkata,2020
2024-04-13 04:00:00,Jodhpur,1524
2024-04-13 05:00:00,Nagpur,2137
2024-04-13 06:00:00,Chennai,1738
2024-04-13 07:00:00,Patna,1863
2024-04-13 08:00:00,Ghaziabad,2226
2024-04-13 09:00:00,Lucknow,2468
2024-04-13 10:00:00,Ghaziabad,2470
2024-04-13 11:00:00,Kolkata,2622
2024-04-13 12:00:00,Ahmedabad,2269
2024-04-13 13:00:00,Madurai,2225
2024-04-13 14:00:00,Delhi,2684
2024-04-13 15:00:00,Meerut,3049
2024-04-13 16:00:00,Lucknow,2755
2024-04-13 17:00:00,Delhi,3324
2024-04-13 18:00:00,Rajkot,4431
2024-04-13 19:00:00,Kota,3029
2024-04-13 20:00:00,Dhanbad,3509
2024-04-13 21:00:00,Solapur,3527
2024-04-13 22:00:00,Bangalore,3109
2024-04-13 23:00:00,Kolkata,2167
2024-04-14 00:00:00,Mumbai,1609
2024-04-14 01:00:00,Ludhiana,1565
2024-04-14 02:00:00,Hubli,1629
2024-04-14 03:00:00,Ahmedabad,1336
2024-04-14 04:00:00,Vadodara,1721
2024-04-14 05:00:00,Vasai,1798
2024-04-14 06:00:00,Gwalior,1444
2024-04-14 07:00:00,Indore,1955
2024-04-14 08:00:00,Chennai,1957
2024-04-14 09:00:00,Hyderabad,2929
2024-04-14 10:00:00,Coimbatore,2853
2024-04-14 11:00:00,Chandigarh,2595
2024-04-14 12:00:00,Bhopal,2463
2024-04-14 13:00:00,Solapur,3366
2024-04-14 14:00:00,Aurangabad,3210
2024-04-14 15:00:00,Solapur,3482
2024-04-14 16:00:00,Pune,2593
2024-04-14 17:00:00,Coimbatore,3095
2024-04-14 18:00:00,Madurai,3984
2024-04-14 19:00:00,Agra,3771
2024-04-14 20:00:00,Bhopal,4428
2024-04-14 21:00:00,Thane,3047
2024-04-14 22:00:00,Coimbatore,3960
2024-04-14 23:00:00,Delhi,1594
2024-04-15 00:00:00,Guwahati,2035
2024-04-15 01:00:00,Rajkot,2163
2024-04-15 02:00:00,Rajkot,2273
2024-04-15 03:00:00,Amritsar,1848
2024-04-15 04:00:00,Vijayawada,1747
2024-04-15 05:00:00,Jabalpur,1977
2024-04-15 06:00:00,Pune,1959
2024-04-15 07:00:00,Kanpur,2265
2024-04-15 08:00:00,Madurai,2300
2024-04-15 09:00:00,Hyderabad,2298
2024-04-15 10:00:00,Solapur,3359
2024-04-15 11:00:00,Ranchi,2983
2024-04-15 12:00:00,Rajkot,3142
2024-04-15 13:00:00,Visakhapatnam,2932
2024-04-15 14:00:00,Indore,2269
2024-04-15 15:00:00,Solapur,1919
2024-04-15 16:00:00,Raipur,3021
2024-04-15 17:00:00,Hyderabad,2972
2024-04-15 18:00:00,Ranchi,4493
2024-04-15 19:00:00,Coimbatore,2577
2024-04-15 20:00:00,Solapur,3759
2024-04-15 21:00:00,Hyderabad,3514
2024-04-15 22:00:00,Amritsar,3658
2024-04-15 23:00:00,Chennai,2478
2024-04-16 00:00:00,Dhanbad,1865
2024-04-16 01:00:00,Solapur,2016
2024-04-16 02:00:00,Nashik,2313
2024-04-16 03:00:00,Kota,1895
2024-04-16 04:00:00,Nashik,2011
2024-04-16 05:00:00,Chennai,2333
2024-04-16 06:00:00,Nashik,2055
2024-04-16 07:00:00,Faridabad,2099
2024-04-16 08:00:00,Chandigarh,1852
2024-04-16 09:00:00,Ahmedabad,3287
2024-04-16 10:00:00,Vadodara,2558
2024-04-16 11:00:00,Jodhpur,3103
2024-04-16 12:00:00,Amritsar,2882
2024-04-16 13:00:00,Pune,2745
2024-04-16 14:00:00,Visakhapatnam,2542
2024-04-16 15:00:00,Raipur,2340
2024-04-16 16:00:00,Chandigarh,2839
2024-04-16 17:00:00,Vadodara,2867
2024-04-16 18:00:00,Kalyan,4365
2024-04-16 19:00:00,Indore,3468
2024-04-16 20:00:00,Chennai,3864
2024-04-16 21:00:00,Vijayawada,3677
2024-04-16 22:00:00,Bangalore,3460
2024-04-16 23:00:00,Vasai,2366
2024-04-17 00:00:00,Mumbai,2525
2024-04-17 01:00:00,Vijayawada,2541
2024-04-17 02:00:00,Faridabad,2018
2024-04-17 03:00:00,Thane,1335
2024-04-17 04:00:00,Ranchi,2238
2024-04-17 05:00:00,Chandigarh,1655
2024-04-17 06:00:00,Indore,1969
2024-04-17 07:00:00,Dhanbad,1848
2024-04-17 08:00:00,Lucknow,1483
2024-04-17 09:00:00,Kanpur,3320
2024-04-17 10:00:00,Pune,2465
2024-04-17 11:00:00,Ludhiana,2447
2024-04-17 12:00:00,Srinagar,3140
2024-04-17 13:00:00,Rajkot,2443
2024-04-17 14:00:00,Kalyan,2651
2024-04-17 15:00:00,Madurai,2371
2024-04-17 16:00:00,Jabalpur,3306
2024-04-17 17:00:00,Indore,2268
2024-04-17 18:00:00,Indore,3713
2024-04-17 19:00:00,Agra,4472
2024-04-17 20:00:00,Hubli,3569
2024-04-17 21:00:00,Navi Mumbai,3907
2024-04-17 22:00:00,Ranchi,3319
2024-04-17 23:00:00,Guwahati,1946
2024-04-18 00:00:00,Meerut,1960
2024-04-18 01:00:00,Jodhpur,2057
2024-04-18 02:00:00,Chennai,1998
2024-04-18 03:00:00,Kalyan,2424
2024-04-18 04:00:00,Agra,1793
2024-04-18 05:00:00,Kanpur,2265
2024-04-18 06:00:00,Faridabad,2188
2024-04-18 07:00:00,Hyderabad,1734
2024-04-18 08:00:00,Mumbai,1933
2024-04-18 09:00:00,Amritsar,1956
2024-04-18 10:00:00,Pune,2447
2024-04-18 11:00:00,Indore,3074
2024-04-18 12:00:00,Vasai,2699
2024-04-18 13:00:00,Jaipur,3063
2024-04-18 14:00:00,Delhi,2854
2024-04-18 15:00:00,Vasai,2657
2024-04-18 16:00:00,Aurangabad,2336
2024-04-18 17:00:00,Nashik,2528
2024-04-18 18:00:00,Kota,4839
2024-04-18 19:00:00,Agra,3844
2024-04-18 20:00:00,Varanasi,3626
2024-04-18 21:00:00,Kalyan,4124
2024-04-18 22:00:00,Faridabad,3133
2024-04-18 23:00:00,Vijayawada,1899
2024-04-19 00:00:00,Thane,1338
2024-04-19 01:00:00,Bhopal,2257
2024-04-19 02:00:00,Guwahati,2449
2024-04-19 03:00:00,Kota,2369
2024-04-19 04:00:00,Jabalpur,2286
2024-04-19 05:00:00,Raipur,2119
2024-04-19 06:00:00,Hubli,1798
2024-04-19 07:00:00,Navi Mumbai,2087
2024-04-19 08:00:00,Varanasi,1895
2024-04-19 09:00:00,Raipur,2645
2024-04-19 10:00:00,Jaipur,2079
2024-04-19 11:00:00,Kota,2606
2024-04-19 12:00:00,Solapur,2378
2024-04-19 13:00:00,Nagpur,2285
2024-04-19 14:00:00,Rajkot,2679
2024-04-19 15:00:00,Thane,3273
2024-04-19 16:00:00,Srinagar,2041
2024-04-19 17:00:00,Gwalior,2578
2024-04-19 18:00:00,Solapur,4272
2024-04-19 19:00:00,Allahabad,3457
2024-04-19 20:00:00,Kota,3263
2024-04-19 21:00:00,Ghaziabad,3551
2024-04-19 22:00:00,Hyderabad,4170
2024-04-19 23:00:00,Indore,2258
2024-04-20 00:00:00,Mumbai,1756
2024-04-20 01:00:00,Srinagar,1787
2024-04-20 02:00:00,Visakhapatnam,1523
2024-04-20 03:00:00,Kolkata,2110
2024-04-20 04:00:00,Jabalpur,1670
2024-04-20 05:00:00,Meerut,1824
2024-04-20 06:00:00,Amritsar,2125
2024-04-20 07:00:00,Allahabad,1617
2024-04-20 08:00:00,Delhi,1469
2024-04-20 09:00:00,Guwahati,3222
2024-04-20 10:00:00,Kolkata,2846
2024-04-20 11:00:00,Navi Mumbai,2792
2024-04-20 12:00:00,Srinagar,2410
2024-04-20 13:00:00,Nagpur,2554
2024-04-20 14:00:00,Varanasi,2306
2024-04-20 15:00:00,Bangalore,2586
2024-04-20 16:00:00,Hyderabad,2507
2024-04-20 17:00:00,Ranchi,2388
2024-04-20 18:00:00,Agra,3543
2024-04-20 19:00:00,Pune,3186
2024-04-20 20:00:00,Delhi,4471
2024-04-20 21:00:00,Lucknow,4857
2024-04-20 22:00:00,Varanasi,3989
2024-04-20 23:00:00,Solapur,2269
2024-04-21 00:00:00,Vijayawada,1866
2024-04-21 01:00:00,Gwalior,2310
2024-04-21 02:00:00,Nagpur,1801
2024-04-21 03:00:00,Lucknow,2057
2024-04-21 04:00:00,Visakhapatnam,2053
2024-04-21 05:00:00,Chandigarh,2089
2024-04-21 06:00:00,Coimbatore,2232
2024-04-21 07:00:00,Allahabad,2502
2024-04-21 08:00:00,Raipur,1561
2024-04-21 09:00:00,Gwalior,2456
2024-04-21 10:00:00,Kalyan,2276
2024-04-21 11:00:00,Dhanbad,3209
2024-04-21 12:00:00,Mumbai,2401
2024-04-21 13:00:00,Vadodara,3063
2024-04-21 14:00:00,Rajkot,2625
2024-04-21 15:00:00,Chennai,3324
2024-04-21 16:00:00,Jaipur,2843
2024-04-21 17:00:00,Varanasi,2818
2024-04-21 18:00:00,Delhi,3254
2024-04-21 19:00:00,Hyderabad,3621
2024-04-21 20:00:00,Jodhpur,4593
2024-04-21 21:00:00,Ranchi,3575
2024-04-21 22:00:00,Bangalore,3285
2024-04-21 23:00:00,Ghaziabad,2495
2024-04-22 00:00:00,Allahabad,2393
2024-04-22 01:00:00,Vadodara,2499
2024-04-22 02:00:00,Visakhapatnam,1983
2024-04-22 03:00:00,Bangalore,2046
2024-04-22 04:00:00,Vasai,1298
2024-04-22 05:00:00,Vijayawada,1397
2024-04-22 06:00:00,Coimbatore,2077
2024-04-22 07:00:00,Bangalore,2168
2024-04-22 08:00:00,Vasai,2184
2024-04-22 09:00:00,Ranchi,2612
2024-04-22 10:00:00,Mumbai,2921
2024-04-22 11:00:00,Chandigarh,2724
2024-04-22 12:00:00,Ghaziabad,2614
2024-04-22 13:00:00,Indore,3163
2024-04-22 14:00:00,Vasai,2403
