Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
PASIGHAT,Mebo,E3,Commercial Hub,Market Area-653,2,COMMERCIAL,443,437,522295.6,1796.784
GUWAHATI,Dispur,Town,Commercial Hub,Old Town-161,2,COMMERCIAL,95,83,104957.64,435.536
MUZAFFARPUR,Town Division,Metro,North Section,Old Town-758,2,COMMERCIAL,1060,979,1076264.94,5466.655
RAIPUR,Rural Circle,S2,North Section,Market Area-815,2,COMMERCIAL,433,381,486012.97,2151.773
MARGAO,Division IV,Zone-B,South Section,Market Area-334,2,COMMERCIAL,699,644,464559.23,2502.71
VADODARA,Sayajiganj,Industrial,West Section,New Extension-206,2,COMMERCIAL,701,603,663063.46,1822.359
GURUGRAM,City,Industrial,West Section,Old Town-418,2,COMMERCIAL,698,648,837957.65,998.477
SHIMLA,Kasumpti,Zone-B,East Section,Market Area-545,2,COMMERCIAL,369,331,552854.96,1438.096
RANCHI,Central,S2,Commercial Hub,Old Town-850,2,COMMERCIAL,753,676,591602.69,1908.656
MYSURU,Rural,Rural,Station Road,High Street-498,2,COMMERCIAL,1464,1257,724175.49,7954.749
KOCHI,Marine Drive,Rural,South Section,Plaza Street-767,2,COMMERCIAL,687,630,165772.57,3047.919
BHOPAL,Arera Colony,Metro,West Section,Complex Road-765,2,COMMERCIAL,975,912,225031.77,5181.399
MUMBAI,Bandra,Rural,Station Road,High Street-483,2,COMMERCIAL,837,806,352194.85,4006.358
IMPHAL,Division I,S2,South Section,Old Town-116,2,COMMERCIAL,492,432,516967.92,2310.036
SHILLONG,East Khasi,Zone-B,South Section,Plaza Street-243,2,COMMERCIAL,1076,987,1382284.21,3241.266
AIZAWL,Division II,Industrial,Commercial Hub,Plaza Street-385,2,COMMERCIAL,160,142,79256.09,820.815
KOHIMA,Rural,E3,Commercial Hub,New Extension-590,2,COMMERCIAL,364,344,196870.38,1640.503
BHUBANESWAR,BCP,Central,North Section,Business Park-281,2,COMMERCIAL,1340,1165,1544915.32,5887.456
LUDHIANA,City,Zone-B,Commercial Hub,Plaza Street-888,2,COMMERCIAL,373,359,481460.86,1439.962
JODHPUR,City,S2,Station Road,Old Town-305,2,COMMERCIAL,1449,1245,498724.07,6139.632
GANGTOK,Division II,Central,Station Road,Complex Road-844,2,COMMERCIAL,56,54,22307.89,236.568
COIMBATORE,RS Puram,Zone-B,South Section,Old Town-494,2,COMMERCIAL,961,845,335920.93,3409.066
WARANGAL,Station Road,Industrial,South Section,Old Town-211,2,COMMERCIAL,632,624,839912.43,866.412
AGARTALA,Division II,Zone-A,Station Road,New Extension-428,2,COMMERCIAL,624,550,648855.16,1980.61
KANPUR,Kidwai Nagar,Metro,Station Road,Business Park-460,2,COMMERCIAL,309,263,346301.39,881.547
HALDWANI,Town,S2,West Section,Plaza Street-964,2,COMMERCIAL,559,485,568755.41,2686.589
SILIGURI,Town,Zone-B,Main Bazaar,High Street-625,2,COMMERCIAL,1290,1238,630915.92,3879.57
SOUTH DELHI,Hauz Khas,S2,East Section,Complex Road-582,2,COMMERCIAL,1273,1199,1778005.46,2959.396
SRINAGAR,Division II,Zone-B,Commercial Hub,High Street-175,2,COMMERCIAL,1344,1242,1975783.35,2525.445
KARGIL,Town Division,Central,East Section,Old Town-914,2,COMMERCIAL,1476,1326,1363533.96,4351.69
CHANDIGARH,Sector 35,E3,East Section,Business Park-874,2,COMMERCIAL,1465,1289,1582616.89,5021.712
PUDUCHERRY,Town Division,E3,South Section,Market Area-151,2,COMMERCIAL,973,908,207842.96,3127.948
PORT BLAIR,City Circle,Central,South Section,Market Area-942,2,COMMERCIAL,880,788,1189395.91,4562.895
SILVASSA,Industrial Circle,Central,South Section,Old Town-829,2,COMMERCIAL,1186,1042,1315839.64,5902.799
DAMAN,Nani Daman,S2,Station Road,Old Town-737,2,COMMERCIAL,678,578,538582.3,1255.801
VISAKHAPATNAM,Steel Plant,Metro,North Section,Plaza Street-278,2,COMMERCIAL,762,741,1080160.51,1395.204
ITANAGAR,Naharlagun,Central,Main Bazaar,New Extension-135,2,COMMERCIAL,1329,1226,356119.24,6993.628
DIBRUGARH,Rural,S2,Station Road,High Street-165,2,COMMERCIAL,1227,1219,1437364.83,6518.595
MUZAFFARPUR,Town Division,Zone-A,Commercial Hub,High Street-661,2,COMMERCIAL,1133,1106,1298016.63,5730.009
BILASPUR,Tifra,W4,North Section,Old Town-319,2,COMMERCIAL,165,142,119750.85,821.232
MARGAO,Division IV,Zone-B,East Section,Plaza Street-861,2,COMMERCIAL,1318,1215,822910.12,6081.33
AHMEDABAD,Navrangpura,Central,Station Road,New Extension-518,2,COMMERCIAL,320,273,167572.51,1499.132
FARIDABAD,Greater Faridabad,Metro,East Section,Market Area-423,2,COMMERCIAL,436,397,611504.24,1730.472
DHARAMSHALA,Town,W4,Commercial Hub,New Extension-666,2,COMMERCIAL,63,60,29473.94,155.339
JAMSHEDPUR,Jamshedpur Circle,Industrial,South Section,High Street-187,2,COMMERCIAL,627,571,883765.37,2641.923
MYSURU,City,W4,North Section,New Extension-837,2,COMMERCIAL,1027,873,1363517.99,4841.646
TRIVANDRUM,Statue,Industrial,North Section,Plaza Street-499,2,COMMERCIAL,644,570,818031.07,1804.736
INDORE,Vijay Nagar,Town,West Section,Market Area-244,2,COMMERCIAL,653,628,719309.06,2111.466
PUNE,Kothrud,Industrial,West Section,High Street-825,2,COMMERCIAL,221,212,102024.76,1006.719
IMPHAL,Division II,W4,South Section,Complex Road-162,2,COMMERCIAL,1082,948,1553850.97,4964.689
SHILLONG,West Khasi,Central,South Section,Market Area-312,2,COMMERCIAL,436,412,609755.11,2226.417
AIZAWL,Division I,Central,Main Bazaar,Old Town-361,2,COMMERCIAL,1087,1002,942750.64,4015.287
KOHIMA,Rural,Central,Commercial Hub,Complex Road-822,2,COMMERCIAL,17,14,5762.32,43.334
CUTTACK,CRD,Town,Commercial Hub,High Street-466,2,COMMERCIAL,924,914,1106615.87,3337.832
AMRITSAR,Hall Gate,Zone-B,Station Road,Business Park-174,2,COMMERCIAL,431,374,90693.78,1691.615
JAIPUR,Malviya Nagar,Town,East Section,Market Area-353,2,COMMERCIAL,851,787,710476.61,1152.825
GANGTOK,Division I,Zone-A,East Section,Complex Road-416,2,COMMERCIAL,541,495,591545.1,959.07
COIMBATORE,Peelamedu,S2,South Section,Old Town-953,2,COMMERCIAL,1448,1230,702116.95,3097.452
WARANGAL,Station Road,E3,East Section,Business Park-513,2,COMMERCIAL,804,697,431830.63,3370.062
AGARTALA,Division I,Zone-A,Commercial Hub,Old Town-608,2,COMMERCIAL,1405,1217,1041389.08,6816.099
NOIDA,Sector 18,Metro,East Section,Market Area-423,2,COMMERCIAL,545,466,421059.36,2225.473
DEHRADUN,Central,Industrial,Commercial Hub,Old Town-112,2,COMMERCIAL,144,136,179202.23,694.045
KOLKATA,Behala,Central,North Section,Plaza Street-666,2,COMMERCIAL,552,477,201251.28,1503.758
SOUTH DELHI,Saket,W4,Main Bazaar,New Extension-396,2,COMMERCIAL,634,609,174546.84,1215.354
SRINAGAR,Division II,S2,East Section,High Street-896,2,COMMERCIAL,1028,883,988746.78,1325.5
LEH,Town Division,Town,North Section,Complex Road-226,2,COMMERCIAL,635,552,130740.2,1237.948
CHANDIGARH,Sector 35,S2,North Section,Plaza Street-804,2,COMMERCIAL,655,585,160759.27,3102.581
PUDUCHERRY,Town Division,Industrial,Main Bazaar,Market Area-208,2,COMMERCIAL,594,585,174558.22,1009.168
PORT BLAIR,City Circle,Industrial,West Section,Plaza Street-169,2,COMMERCIAL,1395,1231,1247848.35,4697.257
SILVASSA,Industrial Circle,Central,West Section,Market Area-975,2,COMMERCIAL,1014,882,800690.98,4285.543
DAMAN,Nani Daman,Town,East Section,Old Town-976,2,COMMERCIAL,938,854,1116142.06,2283.203
TIRUPATI,Balaji Colony,Metro,Main Bazaar,Plaza Street-467,2,COMMERCIAL,48,47,70698.82,88.173
PASIGHAT,Mebo,W4,Commercial Hub,New Extension-514,2,COMMERCIAL,1188,1135,373076.43,1593.433
GUWAHATI,Dispur,Metro,Main Bazaar,High Street-582,2,COMMERCIAL,620,558,797281.79,3174.936
MUZAFFARPUR,Town Division,Rural,Commercial Hub,Complex Road-187,2,COMMERCIAL,196,176,233036.77,890.036
RAIPUR,City Circle,S2,South Section,New Extension-309,2,COMMERCIAL,612,607,387772.63,2819.474
MARGAO,Division III,N1,South Section,Business Park-301,2,COMMERCIAL,162,143,169270.38,482.453
AHMEDABAD,Navrangpura,Rural,South Section,Business Park-863,2,COMMERCIAL,71,64,89673.84,269.147
GURUGRAM,Suburban,Zone-A,Station Road,Plaza Street-358,2,COMMERCIAL,911,866,1249646.96,4338.41
SHIMLA,City,Central,North Section,Complex Road-576,2,COMMERCIAL,437,384,144958.61,1916.406
RANCHI,New Capital,Zone-B,Commercial Hub,Market Area-542,2,COMMERCIAL,799,759,740511.1,2903.7
MYSURU,City,S2,Main Bazaar,Old Town-563,2,COMMERCIAL,986,860,1213430.03,1423.307
TRIVANDRUM,Pattom,E3,Commercial Hub,New Extension-689,2,COMMERCIAL,1189,1094,825278.27,3347.922
INDORE,Vijay Nagar,Industrial,Commercial Hub,Market Area-161,2,COMMERCIAL,1477,1476,1112939.86,2797.92
NAGPUR,Sitabuldi,Zone-A,West Section,Old Town-874,2,COMMERCIAL,159,155,210905.47,658.289
IMPHAL,Division II,Zone-A,Commercial Hub,Plaza Street-782,2,COMMERCIAL,768,764,898241.45,2511.886
SHILLONG,West Khasi,Zone-A,West Section,Complex Road-754,2,COMMERCIAL,468,426,452572.32,2100.47
AIZAWL,Division II,Town,Main Bazaar,Complex Road-839,2,COMMERCIAL,942,840,546481.44,3509.787
KOHIMA,Rural,Central,South Section,Business Park-363,2,COMMERCIAL,170,164,245594.78,859.44
CUTTACK,CDD,Zone-A,West Section,High Street-146,2,COMMERCIAL,846,835,1067258.14,4344.336
AMRITSAR,Hall Gate,Metro,West Section,Market Area-929,2,COMMERCIAL,1088,925,1060698.01,2619.978
JODHPUR,Sardarpura,Town,East Section,Old Town-334,2,COMMERCIAL,787,763,414057.22,1737.604
GANGTOK,Division I,E3,Station Road,New Extension-542,2,COMMERCIAL,1185,1025,1001438.24,1466.776
COIMBATORE,RS Puram,Town,Commercial Hub,Business Park-474,2,COMMERCIAL,1037,1018,991960.32,4409.275
HYDERABAD,Banjara Hills,N1,Main Bazaar,Market Area-245,2,COMMERCIAL,1377,1280,1620363.65,5557.577
AGARTALA,Division II,Town,Main Bazaar,High Street-236,2,COMMERCIAL,1125,1021,1503548.03,4655.56
NOIDA,Sector 18,E3,Main Bazaar,Old Town-762,2,COMMERCIAL,1270,1143,1037764.38,3572.371
DEHRADUN,North,Industrial,North Section,Plaza Street-692,2,COMMERCIAL,629,588,406677.64,2685.132
SILIGURI,Sevoke Road,Zone-B,North Section,Business Park-820,2,COMMERCIAL,1261,1082,599138.0,2494.256
SOUTH DELHI,Saket,Central,East Section,Old Town-668,2,COMMERCIAL,428,427,273966.22,1628.182
JAMMU,Gandhi Nagar,Industrial,North Section,Business Park-497,2,COMMERCIAL,1020,1005,447673.46,4177.333
LEH,Town Division,Rural,Main Bazaar,Plaza Street-934,2,COMMERCIAL,280,248,372399.98,360.528
CHANDIGARH,Sector 35,E3,Station Road,New Extension-455,2,COMMERCIAL,791,761,749782.15,2428.551
PUDUCHERRY,Rural,E3,North Section,New Extension-829,2,COMMERCIAL,60,56,41404.07,320.184
PORT BLAIR,City Circle,S2,North Section,High Street-102,2,COMMERCIAL,1236,1119,304051.89,6410.209
SILVASSA,Industrial Circle,Industrial,North Section,Plaza Street-718,2,COMMERCIAL,75,69,50889.99,319.315
DAMAN,Moti Daman,S2,Station Road,Old Town-357,2,COMMERCIAL,778,766,916245.15,4135.716
VISAKHAPATNAM,Steel Plant,Town,North Section,Plaza Street-801,2,COMMERCIAL,1088,1015,1371434.46,4382.392
PASIGHAT,Mebo,Zone-B,Commercial Hub,High Street-134,2,COMMERCIAL,575,499,710692.21,3134.066
GUWAHATI,Paltan Bazar,E3,South Section,High Street-767,2,COMMERCIAL,551,537,409536.44,1774.423
MUZAFFARPUR,Town Division,Town,Commercial Hub,Complex Road-390,2,COMMERCIAL,800,707,503541.29,963.241
BILASPUR,City,Industrial,North Section,Market Area-901,2,COMMERCIAL,1030,958,1302672.12,2192.75
MARGAO,Division IV,Metro,Main Bazaar,New Extension-370,2,COMMERCIAL,543,467,231811.7,1135.977
VADODARA,Akota,Industrial,Station Road,High Street-494,2,COMMERCIAL,901,859,1265979.9,2542.875
GURUGRAM,Suburban,Zone-B,East Section,Business Park-354,2,COMMERCIAL,1281,1185,1628312.66,1751.939
SHIMLA,Kasumpti,Industrial,South Section,Old Town-408,2,COMMERCIAL,399,351,543987.11,1901.131
JAMSHEDPUR,Adityapur,E3,Station Road,Old Town-314,2,COMMERCIAL,938,927,639344.62,3147.656
MYSURU,Rural,E3,West Section,Complex Road-636,2,COMMERCIAL,1257,1149,775182.64,3571.754
KOCHI,Marine Drive,Rural,Station Road,High Street-590,2,COMMERCIAL,1290,1276,1095840.2,4466.152
INDORE,Vijay Nagar,Metro,Station Road,Business Park-344,2,COMMERCIAL,447,424,421336.87,1538.177
PUNE,Shivajinagar,Zone-B,North Section,Complex Road-311,2,COMMERCIAL,1330,1147,1203477.11,5043.445
IMPHAL,Division II,W4,Commercial Hub,High Street-622,2,COMMERCIAL,994,989,1440191.45,2974.264
SHILLONG,West Khasi,E3,West Section,High Street-691,2,COMMERCIAL,978,964,208953.13,3863.08
AIZAWL,Division I,Town,East Section,Old Town-206,2,COMMERCIAL,771,682,916212.04,1724.605
KOHIMA,Town Division,Rural,East Section,Complex Road-866,2,COMMERCIAL,67,59,92921.53,259.557
BHUBANESWAR,BCP,Industrial,North Section,New Extension-863,2,COMMERCIAL,604,585,318779.21,2243.208
AMRITSAR,Cantt,N1,Main Bazaar,Business Park-974,2,COMMERCIAL,633,585,934105.42,2280.71
JAIPUR,Malviya Nagar,Metro,Commercial Hub,Business Park-635,2,COMMERCIAL,990,866,288952.38,3468.961
GANGTOK,Division II,Zone-A,North Section,High Street-356,2,COMMERCIAL,1414,1282,437138.77,7529.078
COIMBATORE,RS Puram,Zone-A,Main Bazaar,Plaza Street-726,2,COMMERCIAL,1339,1192,885340.14,1979.87
WARANGAL,Rural,Zone-B,West Section,Market Area-126,2,COMMERCIAL,803,709,799770.72,1942.139
AGARTALA,Division I,Industrial,Station Road,Old Town-507,2,COMMERCIAL,1195,1042,900992.05,3656.644
NOIDA,Sector 62,S2,Station Road,Business Park-889,2,COMMERCIAL,611,609,798533.82,3168.206
DEHRADUN,Central,E3,South Section,Plaza Street-579,2,COMMERCIAL,310,265,187407.46,378.558
SILIGURI,Town,Rural,West Section,Market Area-571,2,COMMERCIAL,261,230,190270.69,661.497
SOUTH DELHI,Saket,Zone-A,Main Bazaar,High Street-853,2,COMMERCIAL,1345,1316,1557829.57,6612.249
SRINAGAR,Division I,Zone-A,East Section,Old Town-364,2,COMMERCIAL,1482,1460,1133479.73,4274.509
KARGIL,Town Division,W4,Main Bazaar,Complex Road-849,2,COMMERCIAL,1051,937,1091690.27,1798.433
CHANDIGARH,Sector 35,Rural,Station Road,Old Town-574,2,COMMERCIAL,1432,1272,408874.96,2270.816
PUDUCHERRY,Rural,Metro,Main Bazaar,Market Area-471,2,COMMERCIAL,496,452,145535.24,1528.05
PORT BLAIR,City Circle,S2,Station Road,Complex Road-151,2,COMMERCIAL,1388,1242,335367.95,2739.234
SILVASSA,Industrial Circle,N1,Commercial Hub,Plaza Street-498,2,COMMERCIAL,1411,1303,1039998.0,3026.722
DAMAN,Moti Daman,Central,West Section,High Street-330,2,COMMERCIAL,466,419,406051.85,859.952
VISAKHAPATNAM,Steel Plant,N1,Station Road,Business Park-799,2,COMMERCIAL,884,810,641118.8,1741.824
ITANAGAR,Capital Division,Industrial,South Section,Old Town-579,2,COMMERCIAL,999,926,959444.8,2387.038
DIBRUGARH,Central,Zone-A,North Section,Plaza Street-425,2,COMMERCIAL,1094,940,294765.93,5390.366
PATNA,PESU West,Metro,Station Road,Old Town-387,2,COMMERCIAL,20,17,15568.54,57.133
BILASPUR,City,Zone-A,East Section,Market Area-369,2,COMMERCIAL,850,845,719951.28,3901.246
MARGAO,Division III,Central,Commercial Hub,Complex Road-498,2,COMMERCIAL,302,266,430072.21,1106.035
VADODARA,Akota,Industrial,East Section,Old Town-205,2,COMMERCIAL,113,106,31094.78,349.701
FARIDABAD,Greater Faridabad,Zone-A,East Section,Plaza Street-950,2,COMMERCIAL,1161,1148,1661512.39,1995.281
SHIMLA,Kasumpti,Zone-A,North Section,High Street-938,2,COMMERCIAL,359,310,277040.64,526.356
RANCHI,Central,Industrial,East Section,Plaza Street-986,2,COMMERCIAL,29,27,11793.06,53.559
HUBBALLI,Central,W4,North Section,Market Area-778,2,COMMERCIAL,307,294,219597.51,1197.101
KOCHI,Ernakulam,Zone-A,South Section,Complex Road-618,2,COMMERCIAL,1186,1039,292609.08,2295.244
INDORE,Vijay Nagar,N1,Station Road,Plaza Street-431,2,COMMERCIAL,557,493,119682.94,2333.086
NAGPUR,Sitabuldi,Zone-B,Station Road,Market Area-308,2,COMMERCIAL,1050,931,758961.56,4596.314
IMPHAL,Division II,Industrial,Commercial Hub,Complex Road-862,2,COMMERCIAL,1141,1036,938177.2,4988.084
SHILLONG,West Khasi,Rural,West Section,Market Area-415,2,COMMERCIAL,873,823,706363.39,2315.764
AIZAWL,Division II,Central,Station Road,Plaza Street-710,2,COMMERCIAL,509,457,116240.62,1169.496
KOHIMA,Rural,Metro,Main Bazaar,Business Park-301,2,COMMERCIAL,1225,1094,713394.27,6328.156
CUTTACK,CDD,Industrial,North Section,New Extension-194,2,COMMERCIAL,807,755,318434.17,2727.161
AMRITSAR,Cantt,W4,Commercial Hub,Old Town-260,2,COMMERCIAL,1262,1128,1478091.63,4384.791
JAIPUR,Vaishali,Zone-A,North Section,New Extension-294,2,COMMERCIAL,986,922,542456.22,2612.057
GANGTOK,Division II,Rural,Main Bazaar,Complex Road-457,2,COMMERCIAL,441,398,469272.18,2096.906
COIMBATORE,Peelamedu,Metro,Station Road,New Extension-395,2,COMMERCIAL,648,618,841214.68,1784.33
HYDERABAD,Banjara Hills,Rural,East Section,Plaza Street-806,2,COMMERCIAL,1045,962,279298.98,2776.944
AGARTALA,Division II,Rural,East Section,New Extension-722,2,COMMERCIAL,893,842,1110980.15,2509.267
LUCKNOW,Hazratganj,Industrial,South Section,High Street-626,2,COMMERCIAL,1317,1194,1795053.03,5694.986
HALDWANI,Town,Town,North Section,New Extension-868,2,COMMERCIAL,1239,1094,357190.68,5749.335
SILIGURI,Town,Town,West Section,High Street-555,2,COMMERCIAL,1180,1135,1724967.86,2654.507
CENTRAL DELHI,Paharganj,Metro,Main Bazaar,Old Town-742,2,COMMERCIAL,970,969,967925.6,1427.276
SRINAGAR,Division II,W4,Main Bazaar,Business Park-434,2,COMMERCIAL,1218,1185,856247.78,2278.991
KARGIL,Town Division,S2,North Section,Plaza Street-128,2,COMMERCIAL,673,614,682443.93,998.957
CHANDIGARH,Sector 35,Central,Commercial Hub,Plaza Street-326,2,COMMERCIAL,1341,1301,1368737.62,5868.933
PUDUCHERRY,Rural,Central,East Section,Market Area-229,2,COMMERCIAL,313,285,148118.11,1298.738
PORT BLAIR,City Circle,Town,West Section,New Extension-707,2,COMMERCIAL,906,854,1181864.37,3957.122
SILVASSA,Industrial Circle,N1,South Section,Complex Road-461,2,COMMERCIAL,745,636,150220.36,2694.412
DAMAN,Nani Daman,E3,East Section,High Street-900,2,COMMERCIAL,601,599,843127.37,1430.767
VISAKHAPATNAM,Gajuwaka,Zone-A,South Section,Business Park-604,2,COMMERCIAL,536,467,477666.83,774.21
ITANAGAR,Naharlagun,Industrial,South Section,New Extension-687,2,COMMERCIAL,114,105,118897.05,293.201
DIBRUGARH,Central,Town,West Section,Plaza Street-651,2,COMMERCIAL,140,126,208113.47,637.863
MUZAFFARPUR,Rural,Town,North Section,Complex Road-875,2,COMMERCIAL,140,138,146334.46,300.865
RAIPUR,Rural Circle,Rural,South Section,Plaza Street-973,2,COMMERCIAL,384,366,456928.27,2004.842
PANAJI,Division II,W4,Commercial Hub,Old Town-898,2,COMMERCIAL,1292,1225,580981.89,5833.977
SURAT,Adajan,E3,West Section,Business Park-564,2,COMMERCIAL,786,683,1031794.15,2707.333
GURUGRAM,Suburban,Rural,East Section,Business Park-721,2,COMMERCIAL,1114,1055,786268.91,3155.589
SHIMLA,City,E3,Main Bazaar,Market Area-752,2,COMMERCIAL,236,234,267234.32,369.206
JAMSHEDPUR,Jamshedpur Circle,Rural,Station Road,Business Park-694,2,COMMERCIAL,1421,1400,764542.07,2323.538
BENGALURU,Jayanagar,W4,South Section,Market Area-419,2,COMMERCIAL,305,290,352510.99,569.718
KOCHI,Marine Drive,Industrial,South Section,New Extension-389,2,COMMERCIAL,558,536,168491.19,2282.967
BHOPAL,Arera Colony,Town,East Section,Old Town-762,2,COMMERCIAL,759,731,724362.91,4080.803
PUNE,Shivajinagar,Industrial,West Section,Old Town-296,2,COMMERCIAL,1363,1255,1804945.64,1814.282
IMPHAL,Division II,W4,Commercial Hub,Complex Road-977,2,COMMERCIAL,1301,1178,1219024.28,2919.794
SHILLONG,East Khasi,Industrial,West Section,New Extension-124,2,COMMERCIAL,367,321,547162.63,794.038
AIZAWL,Division I,Zone-B,South Section,Plaza Street-974,2,COMMERCIAL,748,661,297646.8,1256.1
KOHIMA,Town Division,Town,Station Road,Complex Road-708,2,COMMERCIAL,1476,1435,1237747.88,3050.187
CUTTACK,CRD,Metro,West Section,High Street-766,2,COMMERCIAL,995,923,1137528.37,4891.494
AMRITSAR,Hall Gate,Metro,Main Bazaar,Complex Road-887,2,COMMERCIAL,374,349,398232.44,1676.395
JAIPUR,Malviya Nagar,Town,North Section,Market Area-439,2,COMMERCIAL,460,457,119789.68,2084.986
GANGTOK,Division I,W4,North Section,Complex Road-746,2,COMMERCIAL,1359,1195,2006584.83,5260.806
COIMBATORE,RS Puram,Town,East Section,Plaza Street-667,2,COMMERCIAL,932,821,955810.5,3009.865
WARANGAL,Station Road,N1,Station Road,Old Town-390,2,COMMERCIAL,1032,903,1494374.44,2671.549
AGARTALA,Division I,Town,Station Road,Complex Road-313,2,COMMERCIAL,650,639,466496.1,3132.074
LUCKNOW,Hazratganj,Central,West Section,Plaza Street-558,2,COMMERCIAL,1152,1011,593081.09,5544.397
DEHRADUN,Central,S2,West Section,Old Town-725,2,COMMERCIAL,1444,1313,1959351.07,7507.869
SILIGURI,Town,Metro,Commercial Hub,Market Area-174,2,COMMERCIAL,17,16,18613.28,68.416
SOUTH DELHI,Saket,Town,Main Bazaar,Plaza Street-102,2,COMMERCIAL,159,140,124872.86,763.109
JAMMU,Canal Division,Town,West Section,New Extension-568,2,COMMERCIAL,1147,1086,796823.38,4195.955
KARGIL,Town Division,Metro,South Section,New Extension-836,2,COMMERCIAL,425,371,605193.22,1239.477
CHANDIGARH,Sector 17,Zone-A,South Section,High Street-271,2,COMMERCIAL,1483,1422,1135578.06,4309.233
PUDUCHERRY,Town Division,Zone-A,East Section,High Street-247,2,COMMERCIAL,1260,1218,414279.41,4819.533
PORT BLAIR,City Circle,Central,Station Road,Business Park-626,2,COMMERCIAL,407,390,308896.91,2191.282
SILVASSA,Industrial Circle,Town,Commercial Hub,Plaza Street-960,2,COMMERCIAL,74,67,70356.3,234.001
DAMAN,Nani Daman,Town,South Section,Business Park-402,2,COMMERCIAL,1247,1131,1314063.5,4018.703
VISAKHAPATNAM,Steel Plant,N1,North Section,Old Town-430,2,COMMERCIAL,471,410,589253.96,1290.08
ITANAGAR,Naharlagun,Metro,West Section,High Street-856,2,COMMERCIAL,661,627,618465.68,3274.825
GUWAHATI,Paltan Bazar,Zone-B,South Section,Business Park-870,2,COMMERCIAL,1133,1062,1027507.9,5115.673
MUZAFFARPUR,Rural,S2,Commercial Hub,New Extension-993,2,COMMERCIAL,516,476,382049.89,2757.561
RAIPUR,City Circle,Metro,North Section,Complex Road-893,2,COMMERCIAL,63,62,71318.84,170.85
MARGAO,Division III,E3,Station Road,New Extension-545,2,COMMERCIAL,1155,1076,1417369.25,5096.167
AHMEDABAD,Maninagar,Town,North Section,High Street-971,2,COMMERCIAL,809,726,721990.74,3671.662
GURUGRAM,City,Zone-A,South Section,High Street-730,2,COMMERCIAL,734,690,702888.23,1908.1
SHIMLA,City,Central,North Section,Market Area-519,2,COMMERCIAL,224,223,181542.16,718.026
RANCHI,Central,Central,Main Bazaar,Complex Road-787,2,COMMERCIAL,404,387,211569.21,805.954
HUBBALLI,Rural,Zone-B,South Section,Complex Road-274,2,COMMERCIAL,956,854,1263893.01,3245.066
KOCHI,Ernakulam,Central,Main Bazaar,Plaza Street-431,2,COMMERCIAL,69,60,69659.45,142.083
BHOPAL,Arera Colony,Industrial,West Section,Plaza Street-119,2,COMMERCIAL,1287,1283,1112535.25,4329.043
PUNE,Kothrud,E3,North Section,Plaza Street-881,2,COMMERCIAL,99,86,144381.34,462.141
IMPHAL,Division I,Zone-A,South Section,Business Park-859,2,COMMERCIAL,1129,1006,1505377.88,3470.175
SHILLONG,West Khasi,Town,North Section,New Extension-784,2,COMMERCIAL,517,487,381854.19,1631.031
AIZAWL,Division I,Town,North Section,Complex Road-435,2,COMMERCIAL,1016,913,948625.04,3241.54
KOHIMA,Town Division,Zone-A,Commercial Hub,High Street-270,2,COMMERCIAL,126,123,97173.55,600.308
BHUBANESWAR,BED,E3,North Section,Market Area-470,2,COMMERCIAL,853,743,920389.8,1906.4
AMRITSAR,Cantt,Town,East Section,Complex Road-254,2,COMMERCIAL,1341,1218,1879685.27,5463.82
JODHPUR,Sardarpura,Rural,Main Bazaar,Complex Road-873,2,COMMERCIAL,325,303,437105.39,1477.373
GANGTOK,Division II,N1,Commercial Hub,New Extension-761,2,COMMERCIAL,320,301,297289.34,1573.344
CHENNAI,Anna Nagar,Industrial,East Section,Plaza Street-462,2,COMMERCIAL,1363,1187,1853236.16,2550.033
HYDERABAD,Banjara Hills,Industrial,Commercial Hub,Business Park-423,2,COMMERCIAL,605,581,706333.67,1573.916
AGARTALA,Division II,S2,Commercial Hub,Business Park-768,2,COMMERCIAL,655,626,648592.94,1921.915
NOIDA,Sector 18,W4,Commercial Hub,Old Town-264,2,COMMERCIAL,1339,1189,1150351.0,2484.679
HALDWANI,Kathgodam,Industrial,Station Road,Business Park-103,2,COMMERCIAL,54,46,60429.02,172.059
KOLKATA,Gariahat,Rural,Main Bazaar,Market Area-194,2,COMMERCIAL,146,135,103033.09,205.984
SOUTH DELHI,Saket,S2,South Section,Plaza Street-859,2,COMMERCIAL,797,787,209867.59,4193.401
SRINAGAR,Division II,S2,Station Road,Market Area-305,2,COMMERCIAL,743,717,1058516.38,1567.654
KARGIL,Town Division,Rural,North Section,Business Park-797,2,COMMERCIAL,1205,1041,1547817.78,6331.197
CHANDIGARH,Sector 35,W4,Main Bazaar,Old Town-710,2,COMMERCIAL,1173,1070,335129.13,3422.807
PUDUCHERRY,Rural,Metro,Station Road,Plaza Street-334,2,COMMERCIAL,1084,1061,415576.04,3730.103
PORT BLAIR,City Circle,Town,Station Road,New Extension-195,2,COMMERCIAL,378,333,241221.57,1060.378
SILVASSA,Industrial Circle,Metro,East Section,Market Area-579,2,COMMERCIAL,304,271,220967.49,1420.998
DAMAN,Moti Daman,N1,South Section,Business Park-522,2,COMMERCIAL,934,844,1389308.93,3789.802
VISAKHAPATNAM,Gajuwaka,Rural,Main Bazaar,Old Town-761,2,COMMERCIAL,447,383,592209.72,937.322
