hour,day_of_week,month,demand_mw,region
10,1,7,59235.7,Northern
10,1,8,60642.26,Northern
10,1,9,58398.61,Northern
10,1,10,48321.8,Northern
10,1,11,46605.81,Northern
10,1,12,51929.29,Northern
10,2,1,52598.65,Northern
10,2,2,51627.74,Northern
10,2,3,46803.29,Northern
10,2,4,44312.97,Northern
10,2,5,49678.84,Northern
10,2,6,58391.63,Northern
10,2,7,58494.2,Northern
10,2,8,60730.15,Northern
10,2,9,58225.09,Northern
10,2,10,48569.16,Northern
10,2,11,47534.59,Northern
10,2,12,52327.81,Northern
10,3,1,51971.95,Northern
10,3,2,50856.25,Northern
10,3,3,46624.96,Northern
10,3,4,44412.71,Northern
10,3,5,49020.21,Northern
10,3,6,57521.86,Northern
10,3,7,58695.09,Northern
10,3,8,59311.25,Northern
10,3,9,58550.0,Northern
10,3,10,48972.21,Northern
10,3,11,46390.8,Northern
10,3,12,52054.41,Northern
10,4,1,53226.66,Northern
10,4,2,52059.64,Northern
10,4,3,46847.87,Northern
10,4,4,46020.86,Northern
10,4,5,48516.6,Northern
10,4,6,58332.92,Northern
10,4,7,59661.01,Northern
10,4,8,59105.61,Northern
10,4,9,58092.21,Northern
10,4,10,49789.36,Northern
10,4,11,46543.7,Northern
10,4,12,52636.51,Northern
10,5,1,52360.1,Northern
10,5,2,50713.73,Northern
10,5,3,45715.43,Northern
10,5,4,45571.9,Northern
10,5,5,48578.57,Northern
10,5,6,57569.97,Northern
10,5,7,58375.49,Northern
10,5,8,58232.61,Northern
10,5,9,57376.6,Northern
10,5,10,48958.18,Northern
10,5,11,45786.21,Northern
10,5,12,51937.08,Northern
10,6,1,51380.32,Northern
10,6,2,50085.41,Northern
10,6,3,43956.92,Northern
10,6,4,42730.37,Northern
10,6,5,46766.81,Northern
10,6,6,53584.38,Northern
10,6,7,54244.38,Northern
10,6,8,55689.45,Northern
10,6,9,53410.78,Northern
10,6,10,47192.48,Northern
10,6,11,44728.16,Northern
10,6,12,50188.96,Northern
11,0,1,53095.0,Northern
11,0,2,50624.37,Northern
11,0,3,45079.09,Northern
11,0,4,44710.79,Northern
11,0,5,50664.24,Northern
11,0,6,58508.06,Northern
11,0,7,60560.71,Northern
11,0,8,59336.93,Northern
11,0,9,58380.11,Northern
11,0,10,48862.84,Northern
11,0,11,45232.08,Northern
11,0,12,50873.96,Northern
11,1,1,52216.51,Northern
11,1,2,50958.63,Northern
11,1,3,45479.29,Northern
11,1,4,44223.34,Northern
11,1,5,50977.47,Northern
11,1,6,58685.86,Northern
11,1,7,60277.14,Northern
11,1,8,61511.13,Northern
11,1,9,59084.06,Northern
11,1,10,48367.34,Northern
11,1,11,46091.24,Northern
11,1,12,51062.65,Northern
11,2,1,52483.97,Northern
11,2,2,51143.12,Northern
11,2,3,46513.39,Northern
11,2,4,43441.81,Northern
11,2,5,50040.67,Northern
11,2,6,59609.65,Northern
11,2,7,59581.97,Northern
11,2,8,61788.23,Northern
11,2,9,58944.5,Northern
11,2,10,48765.05,Northern
11,2,11,47083.12,Northern
11,2,12,51702.04,Northern
11,3,1,51722.89,Northern
11,3,2,50231.93,Northern
11,3,3,46376.35,Northern
11,3,4,43645.21,Northern
11,3,5,49730.82,Northern
11,3,6,58441.79,Northern
11,3,7,59607.92,Northern
11,3,8,60038.45,Northern
11,3,9,59368.92,Northern
11,3,10,49247.49,Northern
11,3,11,46019.66,Northern
11,3,12,51752.78,Northern
11,4,1,53303.7,Northern
11,4,2,51625.84,Northern
11,4,3,46592.44,Northern
11,4,4,45271.23,Northern
11,4,5,49084.4,Northern
11,4,6,59570.61,Northern
11,4,7,60770.64,Northern
11,4,8,60253.63,Northern
11,4,9,59204.86,Northern
11,4,10,50037.34,Northern
11,4,11,46213.8,Northern
11,4,12,52328.26,Northern
11,5,1,52212.65,Northern
11,5,2,50107.67,Northern
11,5,3,45480.43,Northern
11,5,4,44625.38,Northern
11,5,5,49222.71,Northern
11,5,6,58665.61,Northern
11,5,7,59212.29,Northern
11,5,8,58989.42,Northern
11,5,9,58154.78,Northern
11,5,10,49176.28,Northern
11,5,11,45419.14,Northern
11,5,12,51803.66,Northern
11,6,1,51348.65,Northern
11,6,2,49484.62,Northern
11,6,3,43694.26,Northern
11,6,4,41539.77,Northern
11,6,5,47087.94,Northern
11,6,6,54531.46,Northern
11,6,7,55264.08,Northern
11,6,8,55909.72,Northern
11,6,9,53926.86,Northern
11,6,10,47296.15,Northern
11,6,11,44542.91,Northern
11,6,12,49913.92,Northern
12,0,1,52191.51,Northern
12,0,2,49026.16,Northern
12,0,3,44077.51,Northern
12,0,4,43482.0,Northern
12,0,5,50975.13,Northern
12,0,6,58916.5,Northern
12,0,7,61314.66,Northern
12,0,8,59980.34,Northern
12,0,9,58859.79,Northern
12,0,10,48573.04,Northern
12,0,11,44575.32,Northern
12,0,12,50007.64,Northern
12,1,1,51475.29,Northern
12,1,2,49346.21,Northern
12,1,3,44523.75,Northern
12,1,4,43305.94,Northern
12,1,5,51224.36,Northern
12,1,6,59222.01,Northern
12,1,7,61181.39,Northern
12,1,8,62212.04,Northern
12,1,9,59502.9,Northern
12,1,10,48005.13,Northern
12,1,11,45345.79,Northern
12,1,12,49869.41,Northern
12,2,1,51866.16,Northern
12,2,2,49727.23,Northern
12,2,3,45620.0,Northern
12,2,4,42747.09,Northern
12,2,5,50237.42,Northern
12,2,6,60336.95,Northern
12,2,7,59712.07,Northern
12,2,8,62335.44,Northern
12,2,9,59338.73,Northern
12,2,10,48431.75,Northern
12,2,11,46282.94,Northern
12,2,12,50545.22,Northern
12,3,1,50786.44,Northern
12,3,2,48793.89,Northern
12,3,3,45324.88,Northern
12,3,4,42904.65,Northern
12,3,5,50179.97,Northern
12,3,6,58863.19,Northern
12,3,7,60171.31,Northern
12,3,8,60801.53,Northern
12,3,9,59830.97,Northern
12,3,10,48932.53,Northern
12,3,11,45127.7,Northern
12,3,12,50514.04,Northern
12,4,1,52439.77,Northern
12,4,2,50385.7,Northern
12,4,3,45390.44,Northern
12,4,4,44333.08,Northern
12,4,5,49405.03,Northern
12,4,6,60210.03,Northern
12,4,7,61186.22,Northern
12,4,8,60843.0,Northern
12,4,9,59668.57,Northern
12,4,10,49619.9,Northern
12,4,11,45568.54,Northern
12,4,12,51406.11,Northern
12,5,1,51293.97,Northern
12,5,2,48837.44,Northern
12,5,3,44397.2,Northern
12,5,4,43630.54,Northern
12,5,5,49629.47,Northern
12,5,6,59482.09,Northern
12,5,7,59580.55,Northern
12,5,8,59728.68,Northern
12,5,9,58471.35,Northern
12,5,10,49010.81,Northern
12,5,11,44547.3,Northern
12,5,12,50854.14,Northern
12,6,1,50334.78,Northern
12,6,2,48191.13,Northern
12,6,3,42866.85,Northern
12,6,4,40347.06,Northern
12,6,5,46997.01,Northern
12,6,6,55132.69,Northern
12,6,7,55951.27,Northern
12,6,8,56552.87,Northern
12,6,9,54420.39,Northern
12,6,10,46997.83,Northern
12,6,11,43826.4,Northern
12,6,12,48888.82,Northern
13,0,1,49369.42,Northern
13,0,2,46170.94,Northern
13,0,3,42001.97,Northern
13,0,4,41448.11,Northern
13,0,5,50375.15,Northern
13,0,6,58723.76,Northern
13,0,7,61078.88,Northern
13,0,8,59594.38,Northern
13,0,9,58052.54,Northern
13,0,10,47127.18,Northern
13,0,11,42325.2,Northern
13,0,12,47313.71,Northern
13,1,1,49129.03,Northern
13,1,2,46530.59,Northern
13,1,3,42206.45,Northern
13,1,4,41521.95,Northern
13,1,5,50731.2,Northern
13,1,6,58983.38,Northern
13,1,7,60591.02,Northern
13,1,8,61821.51,Northern
13,1,9,59037.95,Northern
13,1,10,46709.24,Northern
13,1,11,42807.01,Northern
13,1,12,47024.02,Northern
13,2,1,49605.58,Northern
13,2,2,46876.78,Northern
13,2,3,43367.25,Northern
13,2,4,41077.86,Northern
13,2,5,49793.19,Northern
13,2,6,60178.46,Northern
13,2,7,58916.31,Northern
13,2,8,61824.25,Northern
13,2,9,58532.05,Northern
13,2,10,46981.57,Northern
13,2,11,43869.75,Northern
13,2,12,47582.83,Northern
13,3,1,48481.47,Northern
13,3,2,45973.41,Northern
13,3,3,43341.14,Northern
13,3,4,41201.31,Northern
13,3,5,49624.12,Northern
13,3,6,58327.85,Northern
13,3,7,59404.8,Northern
13,3,8,60259.76,Northern
13,3,9,59184.02,Northern
13,3,10,47413.78,Northern
13,3,11,42770.54,Northern
13,3,12,47675.48,Northern
13,4,1,49736.61,Northern
13,4,2,47477.01,Northern
13,4,3,43189.53,Northern
13,4,4,42378.07,Northern
13,4,5,49089.22,Northern
13,4,6,59862.58,Northern
13,4,7,60415.3,Northern
13,4,8,60306.33,Northern
13,4,9,58899.76,Northern
13,4,10,48180.09,Northern
13,4,11,43158.14,Northern
13,4,12,48761.42,Northern
13,5,1,48620.94,Northern
13,5,2,46040.81,Northern
13,5,3,42328.47,Northern
13,5,4,41645.31,Northern
13,5,5,49048.85,Northern
13,5,6,59051.75,Northern
13,5,7,58948.3,Northern
13,5,8,59637.89,Northern
13,5,9,57651.11,Northern
13,5,10,47350.02,Northern
13,5,11,42149.54,Northern
13,5,12,48216.46,Northern
13,6,1,47726.93,Northern
13,6,2,45588.09,Northern
13,6,3,40970.51,Northern
13,6,4,38458.89,Northern
13,6,5,46832.38,Northern
13,6,6,55274.53,Northern
13,6,7,55929.36,Northern
13,6,8,56359.43,Northern
13,6,9,54033.02,Northern
13,6,10,45834.73,Northern
13,6,11,41630.45,Northern
13,6,12,46199.96,Northern
14,0,1,47547.99,Northern
14,0,2,44936.85,Northern
14,0,3,41208.75,Northern
14,0,4,41390.62,Northern
14,0,5,50324.34,Northern
14,0,6,59094.39,Northern
14,0,7,61781.2,Northern
14,0,8,60301.22,Northern
14,0,9,58376.7,Northern
14,0,10,46794.87,Northern
14,0,11,41208.81,Northern
14,0,12,45510.44,Northern
14,1,1,47581.29,Northern
14,1,2,45353.93,Northern
14,1,3,41407.89,Northern
14,1,4,41668.15,Northern
14,1,5,51028.53,Northern
14,1,6,59582.8,Northern
14,1,7,60957.95,Northern
14,1,8,62355.13,Northern
14,1,9,59480.61,Northern
14,1,10,46519.07,Northern
14,1,11,41870.01,Northern
14,1,12,45439.79,Northern
14,2,1,48087.12,Northern
14,2,2,45568.58,Northern
14,2,3,42652.5,Northern
14,2,4,40861.93,Northern
14,2,5,50047.28,Northern
14,2,6,60536.33,Northern
14,2,7,59362.23,Northern
14,2,8,62471.51,Northern
14,2,9,58921.27,Northern
14,2,10,46752.62,Northern
14,2,11,42939.09,Northern
14,2,12,45961.6,Northern
14,3,1,47032.55,Northern
14,3,2,45142.61,Northern
14,3,3,43080.86,Northern
14,3,4,41088.58,Northern
14,3,5,49937.89,Northern
14,3,6,58795.31,Northern
14,3,7,59771.94,Northern
14,3,8,60798.41,Northern
14,3,9,59692.24,Northern
14,3,10,47300.79,Northern
14,3,11,41950.0,Northern
14,3,12,46174.21,Northern
14,4,1,47533.7,Northern
14,4,2,45875.98,Northern
14,4,3,42485.59,Northern
14,4,4,42250.2,Northern
14,4,5,49677.25,Northern
14,4,6,60447.27,Northern
14,4,7,60922.37,Northern
14,4,8,60819.19,Northern
14,4,9,59368.88,Northern
14,4,10,47796.15,Northern
14,4,11,42023.54,Northern
14,4,12,46935.39,Northern
14,5,1,46622.9,Northern
14,5,2,44946.44,Northern
14,5,3,41880.6,Northern
14,5,4,41513.81,Northern
14,5,5,49298.68,Northern
14,5,6,59537.88,Northern
14,5,7,59260.22,Northern
14,5,8,60209.32,Northern
14,5,9,57786.01,Northern
14,5,10,47061.45,Northern
14,5,11,41074.89,Northern
14,5,12,46500.59,Northern
14,6,1,45018.24,Northern
14,6,2,43334.22,Northern
14,6,3,39670.23,Northern
14,6,4,37994.03,Northern
14,6,5,47090.65,Northern
14,6,6,55716.82,Northern
14,6,7,55918.44,Northern
14,6,8,56527.06,Northern
14,6,9,53919.99,Northern
14,6,10,45326.07,Northern
14,6,11,39627.21,Northern
14,6,12,43821.38,Northern
15,0,1,45906.4,Northern
15,0,2,43771.91,Northern
15,0,3,40454.74,Northern
15,0,4,41311.16,Northern
15,0,5,49384.84,Northern
15,0,6,59066.01,Northern
15,0,7,61567.76,Northern
15,0,8,59668.43,Northern
15,0,9,57876.86,Northern
15,0,10,45987.23,Northern
15,0,11,40157.29,Northern
15,0,12,44504.76,Northern
15,1,1,46111.5,Northern
15,1,2,44300.22,Northern
15,1,3,40791.83,Northern
15,1,4,41658.63,Northern
15,1,5,50706.54,Northern
15,1,6,59145.41,Northern
15,1,7,60326.77,Northern
15,1,8,61547.23,Northern
15,1,9,58880.36,Northern
15,1,10,45683.61,Northern
15,1,11,41065.78,Northern
15,1,12,44494.98,Northern
15,2,1,46599.89,Northern
15,2,2,44486.22,Northern
15,2,3,41972.87,Northern
15,2,4,40529.46,Northern
15,2,5,49824.57,Northern
15,2,6,60325.34,Northern
15,2,7,59216.97,Northern
15,2,8,61789.9,Northern
15,2,9,58120.41,Northern
15,2,10,45948.95,Northern
15,2,11,42098.03,Northern
15,2,12,44742.9,Northern
15,3,1,45675.0,Northern
15,3,2,44086.97,Northern
15,3,3,42435.71,Northern
15,3,4,40805.85,Northern
15,3,5,49849.59,Northern
15,3,6,58188.07,Northern
15,3,7,59293.65,Northern
15,3,8,60103.2,Northern
15,3,9,59124.2,Northern
15,3,10,46765.38,Northern
15,3,11,41200.12,Northern
15,3,12,45083.07,Northern
15,4,1,45819.54,Northern
15,4,2,44683.05,Northern
15,4,3,41543.2,Northern
15,4,4,41935.5,Northern
15,4,5,49542.55,Northern
15,4,6,59931.89,Northern
15,4,7,60306.72,Northern
15,4,8,60321.94,Northern
15,4,9,58709.54,Northern
15,4,10,46759.01,Northern
15,4,11,41022.5,Northern
15,4,12,45605.96,Northern
15,5,1,45124.3,Northern
15,5,2,43807.31,Northern
15,5,3,41208.29,Northern
15,5,4,41306.39,Northern
15,5,5,48778.58,Northern
15,5,6,58794.49,Northern
15,5,7,58562.46,Northern
15,5,8,59416.36,Northern
15,5,9,57105.63,Northern
15,5,10,46353.88,Northern
15,5,11,40122.57,Northern
15,5,12,45249.55,Northern
15,6,1,43024.26,Northern
15,6,2,41486.81,Northern
15,6,3,38555.56,Northern
15,6,4,37766.96,Northern
15,6,5,46696.03,Northern
15,6,6,55343.14,Northern
15,6,7,55260.68,Northern
15,6,8,55677.85,Northern
15,6,9,53355.44,Northern
15,6,10,44353.51,Northern
15,6,11,38147.47,Northern
15,6,12,42083.92,Northern
16,0,1,45575.22,Northern
16,0,2,43403.38,Northern
16,0,3,40000.9,Northern
16,0,4,41089.7,Northern
16,0,5,48547.63,Northern
16,0,6,57554.04,Northern
16,0,7,59557.2,Northern
16,0,8,57836.3,Northern
16,0,9,56158.77,Northern
16,0,10,45074.27,Northern
16,0,11,39589.66,Northern
16,0,12,44120.42,Northern
16,1,1,45652.11,Northern
16,1,2,43734.98,Northern
16,1,3,40310.32,Northern
16,1,4,41437.67,Northern
16,1,5,49709.62,Northern
16,1,6,57997.55,Northern
16,1,7,58361.88,Northern
16,1,8,59531.57,Northern
16,1,9,57044.12,Northern
16,1,10,44535.33,Northern
16,1,11,40719.34,Northern
16,1,12,44100.91,Northern
16,2,1,45857.69,Northern
16,2,2,43793.38,Northern
16,2,3,41424.23,Northern
16,2,4,40130.69,Northern
16,2,5,48714.14,Northern
16,2,6,59004.87,Northern
16,2,7,57651.12,Northern
16,2,8,59740.71,Northern
16,2,9,56669.97,Northern
16,2,10,44912.51,Northern
16,2,11,41562.46,Northern
16,2,12,44391.7,Northern
16,3,1,45223.62,Northern
16,3,2,43720.05,Northern
16,3,3,41855.67,Northern
16,3,4,40429.67,Northern
16,3,5,48945.97,Northern
16,3,6,56948.73,Northern
16,3,7,57727.98,Northern
16,3,8,58484.21,Northern
16,3,9,57365.34,Northern
16,3,10,45733.12,Northern
16,3,11,40904.13,Northern
16,3,12,44697.82,Northern
16,4,1,45448.84,Northern
16,4,2,44092.0,Northern
16,4,3,40927.74,Northern
16,4,4,41471.59,Northern
16,4,5,48578.57,Northern
16,4,6,58386.19,Northern
16,4,7,58512.71,Northern
16,4,8,58624.02,Northern
16,4,9,57022.75,Northern
16,4,10,45574.5,Northern
16,4,11,40575.59,Northern
16,4,12,44917.17,Northern
16,5,1,44723.59,Northern
16,5,2,43339.36,Northern
16,5,3,40896.06,Northern
16,5,4,41016.32,Northern
16,5,5,47738.59,Northern
16,5,6,57363.39,Northern
16,5,7,56797.02,Northern
16,5,8,57610.0,Northern
16,5,9,55398.7,Northern
16,5,10,45255.8,Northern
16,5,11,39692.45,Northern
16,5,12,44524.74,Northern
16,6,1,42335.92,Northern
16,6,2,40478.39,Northern
16,6,3,37808.92,Northern
16,6,4,37586.03,Northern
16,6,5,45577.46,Northern
16,6,6,53784.16,Northern
16,6,7,53418.91,Northern
16,6,8,53778.77,Northern
16,6,9,51466.72,Northern
16,6,10,43097.99,Northern
16,6,11,37140.58,Northern
16,6,12,41349.4,Northern
17,0,1,46891.86,Northern
17,0,2,44170.85,Northern
17,0,3,39635.43,Northern
17,0,4,41439.99,Northern
17,0,5,47072.87,Northern
17,0,6,55434.22,Northern
17,0,7,57606.04,Northern
17,0,8,56325.7,Northern
17,0,9,54795.29,Northern
17,0,10,45014.39,Northern
17,0,11,41739.51,Northern
17,0,12,46301.78,Northern
17,1,1,47261.25,Northern
17,1,2,44511.58,Northern
17,1,3,40235.21,Northern
17,1,4,41587.17,Northern
17,1,5,48240.56,Northern
17,1,6,56178.72,Northern
17,1,7,56754.72,Northern
17,1,8,57802.8,Northern
17,1,9,55350.26,Northern
17,1,10,44303.92,Northern
17,1,11,42889.77,Northern
17,1,12,46283.3,Northern
17,2,1,46966.07,Northern
17,2,2,44475.11,Northern
17,2,3,41210.67,Northern
17,2,4,40201.71,Northern
17,2,5,47196.08,Northern
17,2,6,57075.63,Northern
17,2,7,56115.54,Northern
17,2,8,58125.51,Northern
17,2,9,55518.44,Northern
17,2,10,44870.74,Northern
17,2,11,43348.34,Northern
17,2,12,46812.94,Northern
17,3,1,46582.0,Northern
17,3,2,44353.84,Northern
17,3,3,41543.17,Northern
17,3,4,40267.15,Northern
17,3,5,47248.24,Northern
17,3,6,55260.47,Northern
17,3,7,56185.96,Northern
17,3,8,56878.15,Northern
17,3,9,55698.54,Northern
17,3,10,45808.43,Northern
17,3,11,43090.01,Northern
17,3,12,46829.35,Northern
17,4,1,46894.32,Northern
17,4,2,44338.92,Northern
17,4,3,40872.04,Northern
17,4,4,41471.58,Northern
17,4,5,46899.69,Northern
17,4,6,56515.19,Northern
17,4,7,56758.79,Northern
17,4,8,57075.64,Northern
17,4,9,55740.73,Northern
17,4,10,45531.9,Northern
17,4,11,42405.68,Northern
17,4,12,46777.96,Northern
17,5,1,46504.43,Northern
17,5,2,43788.73,Northern
17,5,3,40882.98,Northern
17,5,4,41174.9,Northern
17,5,5,46245.99,Northern
17,5,6,55114.09,Northern
17,5,7,55105.03,Northern
17,5,8,55981.94,Northern
17,5,9,53999.16,Northern
17,5,10,45380.06,Northern
17,5,11,41827.25,Northern
17,5,12,46479.99,Northern
17,6,1,43999.15,Northern
17,6,2,41053.68,Northern
17,6,3,37776.7,Northern
17,6,4,37854.62,Northern
17,6,5,43995.17,Northern
17,6,6,51989.44,Northern
17,6,7,51864.9,Northern
17,6,8,52038.3,Northern
17,6,9,50195.63,Northern
17,6,10,43040.29,Northern
17,6,11,39178.4,Northern
17,6,12,43594.91,Northern
18,0,1,51125.05,Northern
18,0,2,48163.25,Northern
18,0,3,42434.08,Northern
18,0,4,43865.08,Northern
18,0,5,46442.29,Northern
18,0,6,54132.42,Northern
18,0,7,56855.94,Northern
18,0,8,56218.71,Northern
18,0,9,56402.74,Northern
18,0,10,48731.87,Northern
18,0,11,45982.41,Northern
18,0,12,50393.22,Northern
18,1,1,51196.42,Northern
18,1,2,48281.33,Northern
18,1,3,43037.58,Northern
18,1,4,43884.41,Northern
18,1,5,47411.83,Northern
18,1,6,55128.9,Northern
18,1,7,56222.9,Northern
18,1,8,57939.3,Northern
18,1,9,56811.17,Northern
18,1,10,48359.38,Northern
18,1,11,47084.05,Northern
18,1,12,50392.83,Northern
18,2,1,50908.69,Northern
18,2,2,48391.06,Northern
18,2,3,43901.66,Northern
18,2,4,42542.69,Northern
18,2,5,46221.68,Northern
18,2,6,55704.72,Northern
18,2,7,55781.81,Northern
18,2,8,58241.51,Northern
18,2,9,57017.07,Northern
18,2,10,48973.18,Northern
18,2,11,47383.75,Northern
18,2,12,50653.22,Northern
18,3,1,50670.54,Northern
18,3,2,48017.55,Northern
18,3,3,43982.36,Northern
18,3,4,42435.13,Northern
18,3,5,45983.24,Northern
18,3,6,54005.92,Northern
18,3,7,56092.81,Northern
18,3,8,56577.64,Northern
18,3,9,56769.15,Northern
18,3,10,49790.32,Northern
18,3,11,46690.53,Northern
18,3,12,50679.06,Northern
18,4,1,51137.64,Northern
18,4,2,47952.86,Northern
18,4,3,43356.24,Northern
18,4,4,43649.37,Northern
18,4,5,46037.48,Northern
18,4,6,54954.25,Northern
18,4,7,56441.94,Northern
18,4,8,57077.77,Northern
18,4,9,57099.05,Northern
18,4,10,49557.03,Northern
18,4,11,46278.31,Northern
18,4,12,50444.85,Northern
18,5,1,50629.67,Northern
18,5,2,47446.78,Northern
18,5,3,43530.0,Northern
18,5,4,43699.2,Northern
18,5,5,45658.98,Northern
18,5,6,53981.0,Northern
18,5,7,54832.57,Northern
18,5,8,55859.4,Northern
18,5,9,55523.57,Northern
18,5,10,49505.82,Northern
18,5,11,45972.56,Northern
18,5,12,50407.25,Northern
18,6,1,48462.76,Northern
18,6,2,44935.89,Northern
18,6,3,40703.04,Northern
18,6,4,40655.39,Northern
18,6,5,43474.09,Northern
18,6,6,51209.85,Northern
18,6,7,52020.1,Northern
18,6,8,52500.14,Northern
18,6,9,51804.56,Northern
18,6,10,47079.69,Northern
18,6,11,43283.94,Northern
18,6,12,47608.7,Northern
19,0,1,51020.14,Northern
19,0,2,49491.52,Northern
19,0,3,45970.07,Northern
19,0,4,48615.92,Northern
19,0,5,49953.66,Northern
19,0,6,56636.74,Northern
19,0,7,59922.56,Northern
19,0,8,60442.41,Northern
19,0,9,60824.58,Northern
19,0,10,50227.49,Northern
19,0,11,44822.06,Northern
19,0,12,49114.0,Northern
19,1,1,51170.94,Northern
19,1,2,49338.7,Northern
19,1,3,46340.54,Northern
19,1,4,48683.02,Northern
19,1,5,50866.66,Northern
19,1,6,57604.89,Northern
19,1,7,59382.29,Northern
19,1,8,61652.24,Northern
19,1,9,61561.14,Northern
19,1,10,50217.83,Northern
19,1,11,45772.72,Northern
19,1,12,49343.94,Northern
19,2,1,50818.8,Northern
19,2,2,49685.51,Northern
19,2,3,47102.79,Northern
19,2,4,47491.14,Northern
19,2,5,49757.38,Northern
19,2,6,58009.21,Northern
19,2,7,58793.8,Northern
19,2,8,62091.51,Northern
19,2,9,61316.11,Northern
19,2,10,50816.47,Northern
19,2,11,46211.31,Northern
19,2,12,49508.67,Northern
19,3,1,50784.18,Northern
19,3,2,49377.45,Northern
19,3,3,47101.4,Northern
19,3,4,47454.51,Northern
19,3,5,49404.31,Northern
19,3,6,56891.26,Northern
19,3,7,59266.26,Northern
19,3,8,60744.0,Northern
19,3,9,60634.54,Northern
19,3,10,51202.28,Northern
19,3,11,45585.67,Northern
19,3,12,49627.27,Northern
19,4,1,51178.83,Northern
19,4,2,49402.15,Northern
19,4,3,46224.92,Northern
19,4,4,48750.58,Northern
19,4,5,49744.86,Northern
19,4,6,57605.21,Northern
19,4,7,59670.2,Northern
19,4,8,60823.47,Northern
19,4,9,61391.4,Northern
19,4,10,51203.8,Northern
19,4,11,45312.84,Northern
19,4,12,49452.1,Northern
19,5,1,50641.98,Northern
19,5,2,48931.49,Northern
19,5,3,46734.95,Northern
19,5,4,48720.16,Northern
19,5,5,49632.15,Northern
19,5,6,56704.84,Northern
19,5,7,58478.97,Northern
19,5,8,60254.94,Northern
19,5,9,59970.97,Northern
19,5,10,51003.9,Northern
19,5,11,44791.11,Northern
19,5,12,49527.47,Northern
19,6,1,48896.69,Northern
19,6,2,46935.03,Northern
19,6,3,44466.19,Northern
19,6,4,46455.96,Northern
19,6,5,47340.43,Northern
19,6,6,54743.55,Northern
19,6,7,56363.12,Northern
19,6,8,57745.41,Northern
19,6,9,57701.55,Northern
19,6,10,49021.46,Northern
19,6,11,42206.15,Northern
19,6,12,46417.68,Northern
20,0,1,48692.89,Northern
20,0,2,46488.46,Northern
20,0,3,43863.9,Northern
20,0,4,48472.0,Northern
20,0,5,51983.87,Northern
20,0,6,60105.21,Northern
20,0,7,63002.04,Northern
20,0,8,62690.67,Northern
20,0,9,61266.49,Northern
20,0,10,48375.76,Northern
20,0,11,41299.25,Northern
20,0,12,45457.01,Northern
20,1,1,48894.03,Northern
20,1,2,46450.18,Northern
20,1,3,44263.33,Northern
20,1,4,48536.71,Northern
20,1,5,53092.24,Northern
20,1,6,60531.3,Northern
20,1,7,62423.09,Northern
20,1,8,63948.57,Northern
20,1,9,62107.34,Northern
20,1,10,48418.79,Northern
20,1,11,42243.38,Northern
20,1,12,45926.03,Northern
20,2,1,48586.46,Northern
20,2,2,46754.5,Northern
20,2,3,45055.78,Northern
20,2,4,47492.21,Northern
20,2,5,51726.9,Northern
20,2,6,61102.24,Northern
20,2,7,61971.32,Northern
20,2,8,63944.81,Northern
20,2,9,61745.25,Northern
20,2,10,48755.74,Northern
20,2,11,42493.42,Northern
20,2,12,45918.15,Northern
20,3,1,48494.48,Northern
20,3,2,46740.27,Northern
20,3,3,44961.53,Northern
20,3,4,47442.09,Northern
20,3,5,51689.93,Northern
20,3,6,60213.51,Northern
20,3,7,62613.7,Northern
20,3,8,62798.93,Northern
20,3,9,61129.96,Northern
20,3,10,48975.44,Northern
20,3,11,41953.54,Northern
20,3,12,45967.73,Northern
20,4,1,48780.91,Northern
20,4,2,46597.39,Northern
20,4,3,43994.53,Northern
20,4,4,48686.25,Northern
20,4,5,52196.29,Northern
20,4,6,61031.68,Northern
20,4,7,62840.15,Northern
20,4,8,62783.36,Northern
20,4,9,61881.06,Northern
20,4,10,49057.69,Northern
20,4,11,41836.6,Northern
20,4,12,45942.51,Northern
20,5,1,48309.4,Northern
20,5,2,46325.02,Northern
20,5,3,44621.82,Northern
20,5,4,48850.1,Northern
20,5,5,52119.25,Northern
20,5,6,60065.54,Northern
20,5,7,61863.91,Northern
20,5,8,62475.85,Northern
20,5,9,60286.99,Northern
20,5,10,48998.23,Northern
20,5,11,41318.91,Northern
20,5,12,45874.23,Northern
20,6,1,46591.01,Northern
20,6,2,44409.57,Northern
20,6,3,42796.74,Northern
20,6,4,47028.26,Northern
20,6,5,50180.82,Northern
20,6,6,58889.22,Northern
20,6,7,60588.04,Northern
20,6,8,60637.51,Northern
20,6,9,58798.97,Northern
20,6,10,47450.53,Northern
20,6,11,39168.32,Northern
20,6,12,43029.91,Northern
21,0,1,45554.53,Northern
21,0,2,43151.91,Northern
21,0,3,41509.72,Northern
21,0,4,46827.12,Northern
21,0,5,52097.43,Northern
21,0,6,61088.4,Northern
21,0,7,63703.85,Northern
21,0,8,62981.8,Northern
21,0,9,61319.87,Northern
21,0,10,46319.27,Northern
21,0,11,38348.12,Northern
21,0,12,41922.81,Northern
21,1,1,45737.21,Northern
21,1,2,43201.1,Northern
21,1,3,41790.12,Northern
21,1,4,46897.65,Northern
21,1,5,53235.95,Northern
21,1,6,61435.92,Northern
21,1,7,63052.79,Northern
21,1,8,64175.91,Northern
21,1,9,61924.74,Northern
21,1,10,46432.08,Northern
21,1,11,39064.97,Northern
21,1,12,42329.19,Northern
21,2,1,45541.54,Northern
21,2,2,43412.62,Northern
